ROW | DATA_1 | DATA_2
1A6 |    -6 |     4
1A7 |     9 |     0
1A8 |   -12 |     0
1A9 |    -1 |    -1
1AA |     6 |    -4
1AB |    -7 |     2
1AC |    -3 |    10
1AD |   -10 |    14
1AE |     4 |    12
1AF |    -9 |     7
1B0 |    10 |    15
1B1 |   -11 |    -9
1B2 |     5 |     7
1B3 |   -12 |    14
1B4 |   -15 |     2
1B5 |    12 |     2
1B6 |   -11 |     7
1B7 |     7 |   -11
1B8 |    10 |    -9
1B9 |    -4 |    -5
1BA |   -12 |    -1
1BB |   -16 |    14
1BC |    11 |   -11
1BD |     7 |   -10
1BE |    13 |    11
1BF |   -14 |    -9
1C0 |     1 |   -12
1C1 |     0 |     4
1C2 |   -13 |    12
1C3 |   -15 |    -9
1C4 |     5 |   -14
1C5 |    -6 |    -3
1C6 |     5 |    -9
1C7 |     6 |    -5
1C8 |     7 |    15
1C9 |    14 |    -3
1CA |     4 |    -3
1CB |    14 |    13
1CC |    -7 |     7
1CD |   -13 |    -5
1CE |   -12 |    -6
1CF |   -11 |    14
1D0 |     0 |    -5
1D1 |   -14 |    -9
1D2 |    -9 |   -16
1D3 |    -8 |    15
1D4 |    -8 |    11
1D5 |     9 |     5
1D6 |    -1 |   -12
1D7 |   -10 |   -10
1D8 |    -9 |     2
1D9 |   -11 |   -15
1DA |     0 |    -2
1DB |    13 |    15
1DC |    10 |    -3
1DD |   -11 |    10
1DE |    -5 |    -6
1DF |    -5 |     8
1E0 |    -7 |    -6
1E1 |    10 |    -7
1E2 |    14 |   -16
1E3 |    15 |    -9
1E4 |     9 |    14
1E5 |   -10 |   -14
1E6 |     3 |    -5
1E7 |   -16 |   -13
1E8 |    -1 |     1
1E9 |    11 |     8
1EA |    14 |     8
1EB |     7 |     2
1EC |   -13 |     2
1ED |   -13 |   -11
1EE |    -3 |    13
1EF |     1 |   -12
1F0 |    -1 |    -7
1F1 |    13 |    -6
1F2 |     8 |    14
1F3 |   -11 |    10
1F4 |    -9 |    -9
1F5 |     2 |    12
1F6 |     7 |    -5
1F7 |   -16 |   -12
1F8 |    -2 |     5
1F9 |    -2 |     4
1FA |     9 |    -8
1FB |    13 |    -8
1FC |     5 |   -13
1FD |    -8 |    12
1FE |    10 |     0
1FF |     0 |    12
200 |    -9 |     9
201 |   -16 |     4
202 |     4 |    -6
203 |   -15 |   -13
204 |    -6 |     4
205 |     2 |     0
206 |    -7 |     2
207 |   -15 |    -8
208 |     8 |    -2
209 |    -7 |   -10
20A |     7 |     8
20B |     7 |    13
20C |    -5 |    -5
20D |    13 |     7
20E |   -12 |     9
20F |    -8 |    -8
210 |     1 |   -11
211 |    -7 |    -4
212 |   -12 |    -5
213 |    -4 |    11
214 |   -12 |   -11
215 |    -3 |    11
216 |    15 |     9
217 |    -2 |    -4
218 |     4 |    -3
219 |     8 |     8
21A |    -4 |     9
21B |   -10 |    -6
21C |    14 |     9
21D |   -12 |     1
21E |     0 |     4
21F |   -14 |    -8
220 |   -10 |     2
221 |   -14 |     4
222 |    14 |     3
223 |   -12 |     8
224 |    13 |    -6
225 |    -8 |   -12
226 |    -8 |     1
227 |   -10 |   -14
228 |    11 |    -8
229 |   -13 |    15
22A |    -5 |    -6
22B |   -14 |    14
22C |     4 |   -14
22D |    -1 |     4
22E |     2 |     2
22F |     3 |    -6
230 |     0 |    -9
231 |     1 |   -11
232 |     8 |    -9
233 |   -13 |    -5
234 |   -15 |   -15
235 |    12 |    -5
236 |    -9 |    -4
237 |    14 |    -8
238 |   -16 |    11
239 |    -4 |   -11
23A |    14 |    13
23B |    -4 |   -15
23C |    13 |     6
23D |   -14 |    12
23E |    -5 |    -9
23F |    12 |     9
240 |     6 |    -8
241 |     7 |   -15
242 |    15 |    -1
243 |   -15 |    -1
244 |    12 |   -14
245 |     2 |    13
246 |     2 |   -15
247 |    -6 |     7
248 |   -11 |    -7
249 |    -6 |    13
24A |    -2 |    14
24B |    -7 |   -15
24C |   -10 |     7
24D |     9 |     4
24E |    -6 |    -7
24F |    13 |     8
250 |   -14 |    10
251 |    13 |    -4
252 |   -14 |     7
253 |    10 |    14
254 |   -13 |     3
255 |     0 |     8
256 |     2 |   -15
257 |     7 |   -15
258 |   -16 |    -8
259 |    -3 |     7
25A |    11 |   -12
25B |     5 |     1
25C |    15 |     3
25D |    -5 |     5
25E |     0 |    -4
25F |    15 |    -5
260 |    -8 |    11
261 |    -8 |   -15
262 |     2 |    13
263 |     3 |    -9
264 |    -2 |     4
265 |    11 |     0
266 |     0 |    -4
267 |   -14 |   -15
268 |    -2 |    -7
269 |    -9 |    12
26A |   -11 |    -1
26B |     1 |     6
26C |   -11 |     9
26D |     0 |     3
26E |   -10 |    15
26F |     8 |    -7
270 |    -5 |    -3
271 |    -7 |     9
272 |    -9 |    11
273 |   -15 |    -6
274 |    -9 |    -2
275 |     6 |    -4
276 |     3 |     9
277 |     3 |    -4
278 |     4 |     3
279 |    -9 |   -13
27A |    -1 |   -10
27B |     7 |    13
27C |    15 |    -6
27D |    -7 |     8
27E |     1 |    -4
27F |    -4 |   -10
280 |    -9 |     9
281 |    -4 |     8
282 |   -16 |   -13
283 |     5 |   -16
284 |     4 |     3
285 |    -9 |    15
286 |    -5 |    12
287 |    -1 |     5
288 |   -15 |    -4
289 |    12 |    -5
28A |     7 |     2
28B |     0 |     5
28C |   -13 |    -7
28D |    -9 |     1
28E |   -16 |    -8
28F |     7 |    -1
290 |     2 |     6
291 |    13 |   -11
292 |   -11 |     1
293 |    -8 |    13
294 |    -2 |    -5
295 |    -7 |    15
296 |    -4 |   -16
297 |    -2 |    14
298 |   -11 |   -15
299 |    12 |   -13
29A |     4 |     8
29B |    -7 |   -12
29C |     1 |     6
29D |   -11 |     7
29E |    -7 |   -14
29F |    -9 |    -7
2A0 |     6 |     7
2A1 |   -14 |    -9
2A2 |    -5 |    -5
2A3 |     0 |     7
2A4 |    10 |     0
2A5 |   -15 |    15
2A6 |     5 |    -2
2A7 |   -13 |    -9
2A8 |    -8 |     1
2A9 |     3 |   -12
2AA |    15 |     1
2AB |    -3 |    10
2AC |    -9 |     3
2AD |    -5 |    10
2AE |    12 |     7
2AF |    -9 |    12
2B0 |    -4 |    12
2B1 |   -11 |   -15
2B2 |     5 |    -8
2B3 |    -2 |    14
2B4 |     0 |   -12
2B5 |    -1 |     9
2B6 |   -15 |     6
2B7 |   -16 |   -16
2B8 |    -9 |    -4
2B9 |     6 |    10
2BA |     1 |   -11
2BB |    -2 |    10
2BC |    -3 |     3
2BD |     2 |    -2
2BE |    -9 |   -12
2BF |    -9 |   -11
2C0 |     6 |    -9
2C1 |    -4 |    -1
2C2 |    -2 |     4
2C3 |   -16 |     4
2C4 |     0 |     7
2C5 |     6 |    -2
2C6 |   -15 |     8
2C7 |     2 |    -1
2C8 |     1 |     0
2C9 |    11 |    -2
2CA |   -11 |     1
2CB |     0 |     8
2CC |    11 |     7
2CD |     5 |    11
2CE |     1 |    -2
2CF |    -6 |     0
2D0 |   -11 |    15
2D1 |    -9 |   -15
2D2 |     6 |   -11
2D3 |   -14 |     9
2D4 |     0 |     9
2D5 |    -9 |    12
2D6 |   -12 |    12
2D7 |   -11 |    10
2D8 |    -7 |    13
2D9 |   -13 |   -12
2DA |    11 |   -14
2DB |     6 |     4
2DC |    14 |    -4
2DD |    -4 |    -3
2DE |     7 |    11
2DF |   -11 |     4
2E0 |   -10 |    11
2E1 |    15 |    11
2E2 |    -5 |     7
2E3 |    14 |    -1
2E4 |     1 |    -6
2E5 |    -3 |    15
2E6 |     6 |   -11
2E7 |    -5 |    13
2E8 |    14 |     7
2E9 |     4 |    -2
2EA |     0 |     8
2EB |    -9 |    15
2EC |    -2 |    -2
2ED |   -15 |     9
2EE |    -5 |     1
2EF |     4 |   -14
2F0 |     7 |     4
2F1 |    -6 |   -16
2F2 |    -3 |    -3
2F3 |     7 |    -5
2F4 |     7 |   -13
2F5 |   -10 |    -8
2F6 |    11 |   -16
2F7 |    -4 |    14
2F8 |     1 |   -13
2F9 |     6 |    -4
2FA |   -16 |    -6
2FB |   -13 |    15
2FC |    12 |     4
2FD |    -1 |     5
2FE |     3 |    -4
2FF |    13 |   -13
300 |   -13 |   -16
301 |   -11 |   -14
302 |   -15 |   -10
303 |     0 |    14
304 |    -8 |    11
305 |    -3 |   -15
306 |     2 |    -3
307 |    13 |   -16
308 |     4 |     0
309 |    -3 |    10
30A |    15 |     6
30B |     7 |    10
30C |     0 |    13
30D |    -5 |   -12
30E |     0 |    -1
30F |     9 |     7
310 |    15 |     4
311 |    -1 |     8
312 |    -8 |     9
313 |   -12 |    10
314 |     5 |     1
315 |    -4 |    -3
316 |     5 |    -1
317 |     1 |     3
318 |    -1 |   -10
319 |    -9 |    14
31A |     6 |     5
31B |    -3 |    -4
31C |     9 |    -5
31D |    -5 |     7
31E |     1 |    -7
31F |   -11 |    -2
320 |   -10 |     9
321 |     2 |     2
322 |     0 |    -3
323 |   -11 |    -2
324 |    15 |    -4
325 |    13 |     6
326 |   -13 |     0
327 |    11 |   -15
328 |     8 |     4
329 |     8 |     3
32A |   -15 |    15
32B |     7 |   -10
32C |    -6 |   -15
32D |     6 |   -11
32E |    11 |     9
32F |     9 |     3
330 |     9 |    -2
331 |    12 |    13
332 |    -6 |     7
333 |    -2 |     0
334 |   -16 |   -16
335 |   -16 |    10
336 |   -15 |     8
337 |     4 |    11
338 |    12 |    -6
339 |     9 |   -15
33A |    -1 |    -2
33B |    -2 |     1
33C |     8 |   -12
33D |   -12 |     6
33E |    -7 |    -6
33F |     3 |    -8
340 |     3 |   -12
341 |   -16 |    -6
342 |    10 |   -11
343 |    -2 |     6
344 |    -6 |    -1
345 |   -10 |   -13
346 |    -4 |   -14
347 |    -9 |    -4
348 |   -16 |    13
349 |     7 |    -2
34A |   -13 |    -2
34B |     9 |    -6
34C |     7 |     6
34D |    10 |     8
34E |     7 |    -6
34F |     1 |   -12
350 |     3 |   -15
351 |   -13 |     7
352 |     9 |    11
353 |   -10 |    -7
354 |    15 |     8
355 |     5 |     5
356 |    13 |    -2
357 |     3 |     1
358 |     5 |     2
359 |    13 |    -7
35A |    13 |     1
35B |   -10 |    -3
35C |    -4 |    -7
35D |     7 |    -2
35E |    -4 |    -7
35F |    15 |   -10
360 |     6 |    -9
361 |   -13 |    -1
362 |    13 |     0
363 |     4 |    15
364 |    -6 |    14
365 |     8 |     9
366 |    -7 |   -11
367 |   -12 |     0
368 |   -16 |    -3
369 |   -11 |    -5
36A |   -15 |    -9
36B |    -7 |   -12
36C |    -8 |    -2
36D |    15 |     8
36E |     4 |   -11
36F |     5 |     3
370 |   -12 |     2
371 |    15 |   -10
372 |    -5 |   -15
373 |   -12 |   -11
374 |     8 |    -6
375 |    -7 |     6
376 |    -7 |    -5
377 |     8 |     3
378 |     9 |    14
379 |     8 |    -9
37A |    14 |     9
37B |   -13 |    -6
37C |    15 |   -11
37D |     3 |    -7
37E |    14 |     0
37F |    -4 |    13
380 |     1 |   -10
381 |    14 |    -3
382 |   -13 |     0
383 |    -5 |    -1
384 |     6 |     8
385 |   -12 |   -16
386 |    -6 |     2
387 |     2 |    15
388 |     0 |     4
389 |    -5 |   -13
38A |   -14 |   -15
38B |    11 |    11
38C |   -12 |    12
38D |     3 |    -1
38E |   -11 |     6
38F |     7 |    -3
390 |     9 |    -7
391 |    -7 |     5
392 |   -10 |     6
393 |   -10 |     3
394 |    11 |   -10
395 |     9 |     9
396 |     1 |    -9
397 |    11 |    -6
398 |   -16 |    -7
399 |    10 |    12
39A |   -14 |    -7
39B |   -14 |    -5
39C |    15 |     9
39D |    -4 |   -14
39E |   -16 |    -8
39F |     9 |   -15
3A0 |    -4 |    -8
3A1 |    -1 |   -10
3A2 |   -15 |    10
3A3 |   -15 |    -3
3A4 |     8 |    -2
3A5 |   -10 |    -9
3A6 |    11 |    -5
3A7 |   -10 |    12
3A8 |    -3 |   -11
3A9 |   -15 |     1
3AA |    -8 |     2
3AB |     6 |   -15
3AC |    -2 |   -15
3AD |     7 |    10
3AE |     1 |     6
3AF |    11 |    14
3B0 |     1 |   -10
3B1 |     8 |     5
3B2 |    15 |   -11
3B3 |     0 |    10
3B4 |    -2 |     8
3B5 |    -3 |    12
3B6 |     4 |   -13
3B7 |     9 |     9
3B8 |    -4 |   -11
3B9 |     3 |   -16
3BA |    -4 |   -16
3BB |    -6 |    10
3BC |    15 |     5
3BD |     9 |   -12
3BE |    -3 |     0
3BF |    -2 |     2
3C0 |    -4 |    13
3C1 |   -14 |    -8
3C2 |     6 |   -14
3C3 |    13 |     8
3C4 |    -8 |    -7
3C5 |   -14 |    15
3C6 |   -12 |    -5
3C7 |     8 |    -1
3C8 |    -5 |    -1
3C9 |    -9 |    -1
3CA |     7 |     7
3CB |   -15 |   -10
3CC |    -3 |     7
3CD |    -2 |    -3
3CE |   -16 |     3
3CF |    12 |    -9
3D0 |    11 |     0
3D1 |   -12 |    -1
3D2 |    11 |     8
3D3 |    -4 |    -1
3D4 |   -16 |    -7
3D5 |   -15 |    -8
3D6 |   -14 |     2
3D7 |     6 |     2
3D8 |    -4 |     1
3D9 |    -8 |    -4
3DA |   -15 |    -5
3DB |   -13 |    11
3DC |    14 |     0
3DD |    -5 |   -15
3DE |     9 |     2
3DF |    -4 |    12
3E0 |     4 |    10
3E1 |     7 |   -11
3E2 |    12 |   -14
3E3 |    -8 |     9
3E4 |   -14 |   -16
3E5 |   -15 |     2
3E6 |     3 |     9
3E7 |    11 |   -10
3E8 |     9 |    -5
3E9 |    12 |     3
3EA |     9 |    -5
3EB |     8 |   -16
3EC |     2 |     3
3ED |    -3 |   -11
3EE |    -1 |    -5
3EF |     2 |    11
3F0 |   -16 |    -8
3F1 |   -15 |    15
3F2 |    -8 |    10
3F3 |    -4 |    13
3F4 |    -1 |    -4
3F5 |     6 |    13
3F6 |    15 |     6
3F7 |    -7 |     2
3F8 |    14 |    -9
3F9 |   -14 |    -9
3FA |    12 |     5
3FB |    13 |    -7
3FC |    -4 |   -11
3FD |   -14 |    -1
3FE |    11 |    13
3FF |    14 |     1
400 |    10 |    -5
401 |    -5 |    -2
402 |   -16 |     0
403 |   -11 |    10
404 |     0 |   -15
405 |   -10 |    -7
406 |     5 |    12
407 |    -2 |     4
408 |   -10 |    -3
409 |    -6 |    -3
40A |    -4 |    14
40B |    12 |    -6
40C |    -6 |     4
40D |   -15 |     1
40E |    -7 |     2
40F |    -5 |   -11
410 |     0 |     8
411 |    -6 |    -8
412 |     8 |     2
413 |     5 |     5
414 |    -5 |   -15
415 |     5 |    -4
416 |    -1 |     3
417 |   -16 |   -10
418 |     0 |    -6
419 |     7 |    -9
41A |     2 |    10
41B |    -9 |     1
41C |   -16 |    11
41D |     6 |     0
41E |    -9 |     4
41F |    13 |    13
420 |    -1 |    -9
421 |     0 |     7
422 |     2 |     0
423 |    -8 |     7
424 |    15 |     3
425 |    -1 |     5
426 |   -16 |    -7
427 |    -2 |   -10
428 |     4 |    -2
429 |    -9 |   -13
42A |   -15 |    15
42B |    11 |     1
42C |     3 |    12
42D |     7 |    -2
42E |   -10 |   -14
42F |    -9 |    -3
430 |     6 |    -5
431 |     4 |    -4
432 |     7 |     2
433 |    11 |     3
434 |     2 |     9
435 |    -2 |     0
436 |     8 |    -8
437 |    11 |    -7
438 |    10 |    11
439 |    -9 |     1
43A |     0 |    -1
43B |    15 |    11
43C |    -2 |   -10
43D |     9 |    -6
43E |    -8 |   -15
43F |     1 |    12
440 |   -15 |   -16
441 |     4 |    -6
442 |     7 |   -11
443 |     3 |     0
444 |     2 |    12
445 |   -16 |     8
446 |    10 |     7
447 |   -10 |     9
448 |     6 |    10
449 |     8 |     7
44A |   -16 |    -7
44B |   -12 |    -4
44C |    10 |   -15
44D |   -14 |   -10
44E |    14 |    10
44F |    12 |    -9
450 |    12 |    14
451 |     1 |    13
452 |    -4 |    14
453 |   -14 |   -13
454 |    14 |   -16
455 |   -12 |    -2
456 |    15 |     7
457 |    -9 |   -12
458 |     0 |    -5
459 |    -7 |    13
45A |    -7 |    -3
45B |   -15 |    -6
45C |    -9 |     2
45D |    15 |     9
45E |    10 |     3
45F |     7 |    -9
460 |    -4 |    -6
461 |    -5 |    -3
462 |    -6 |    13
463 |    10 |     3
464 |    11 |    13
465 |   -12 |    -7
466 |   -12 |    -7
467 |     7 |    -9
468 |     3 |   -16
469 |     7 |     3
46A |     6 |   -11
46B |    -3 |    -6
46C |    -9 |     3
46D |    -3 |    -4
46E |     9 |    -8
46F |   -16 |     6
470 |     9 |    14
471 |     1 |     6
472 |     3 |    -2
473 |    13 |   -16
474 |    10 |   -10
475 |   -14 |     5
476 |    12 |    -3
477 |   -13 |     2
478 |   -15 |     3
479 |   -13 |   -13
47A |    -1 |    13
47B |   -14 |    -7
47C |    13 |     9
47D |     5 |    -9
47E |     5 |   -16
47F |    12 |    15
480 |   -12 |     6
481 |     8 |   -15
482 |   -12 |    -7
483 |     5 |     5
484 |     5 |     2
485 |    -6 |     3
486 |   -11 |    -1
487 |    15 |   -16
488 |    -6 |     7
489 |   -15 |    -4
48A |   -10 |    13
48B |    14 |   -14
48C |     1 |    -5
48D |    -8 |    -8
48E |    -4 |   -11
48F |   -14 |     2
490 |    -3 |    13
491 |    -1 |    -8
492 |    15 |    -8
493 |   -16 |     4
494 |     5 |     1
495 |     6 |     5
496 |     5 |    -2
497 |     8 |    13
498 |     5 |   -11
499 |     9 |    14
49A |    14 |    -2
49B |   -11 |   -16
49C |     2 |    -9
49D |     8 |    10
49E |   -11 |   -13
49F |     8 |    -5
4A0 |     6 |    12
4A1 |    -4 |    -3
4A2 |     2 |     0
4A3 |    12 |    12
4A4 |   -13 |    -8
4A5 |    15 |     6
4A6 |     4 |   -11
4A7 |    -9 |     7
4A8 |     9 |   -16
4A9 |    11 |    15
4AA |     7 |     8
4AB |     4 |    -6
4AC |    -2 |    12
4AD |   -13 |   -14
4AE |   -12 |    -2
4AF |    -5 |     4
4B0 |     8 |    -4
4B1 |   -13 |   -12
4B2 |    -3 |     2
4B3 |   -14 |    -9
4B4 |    -2 |   -14
4B5 |    10 |   -16
