ROW | DATA_1 | DATA_2
10F |   -12 |   -13
110 |   -10 |     8
111 |    -9 |     4
112 |     6 |   -16
113 |     7 |    -4
114 |     5 |    -2
115 |    10 |    -4
116 |   -10 |     2
117 |     7 |    -5
118 |    -7 |    -5
119 |    -5 |    -9
11A |    14 |   -14
11B |    11 |     1
11C |     4 |    -8
11D |   -11 |     0
11E |    12 |     5
11F |    13 |    -7
120 |     5 |    -7
121 |    15 |   -13
122 |    -5 |    15
123 |    -3 |   -12
124 |     0 |    -2
125 |     1 |   -12
126 |   -16 |    10
127 |   -11 |   -11
128 |    10 |    -2
129 |    -1 |     5
12A |    15 |     7
12B |   -15 |    -3
12C |     2 |   -16
12D |     9 |     6
12E |     3 |    -1
12F |    14 |   -14
130 |    11 |     8
131 |     6 |     8
132 |     1 |     2
133 |     0 |     7
134 |    -9 |    15
135 |     4 |     2
136 |    -5 |     4
137 |    -3 |   -10
138 |     1 |   -16
139 |   -10 |    -3
13A |     2 |    11
13B |     7 |    -3
13C |     3 |   -12
13D |    -8 |   -15
13E |   -14 |     5
13F |     2 |   -11
140 |    15 |   -13
141 |   -16 |     0
142 |    14 |    -2
143 |    12 |    10
144 |    -5 |    12
145 |     0 |    11
146 |    -9 |   -15
147 |     9 |    -9
148 |   -12 |   -12
149 |    -7 |   -12
14A |     3 |   -10
14B |    -1 |     3
14C |    10 |     2
14D |     8 |     8
14E |    12 |   -15
14F |    11 |    -6
150 |   -13 |    -8
151 |    -3 |     2
152 |     0 |     3
153 |    -6 |   -16
154 |    -5 |    -9
155 |    -6 |   -16
156 |    10 |   -11
157 |    14 |    -3
158 |   -14 |    -3
159 |     2 |    -7
15A |    13 |    -5
15B |    -2 |     0
15C |    -4 |    -9
15D |    -9 |   -13
15E |    -7 |   -12
15F |    -7 |   -12
160 |   -13 |   -10
161 |     3 |    15
162 |    12 |     6
163 |    13 |    -1
164 |     9 |     2
165 |    15 |    -4
166 |   -11 |    15
167 |    11 |     5
168 |     0 |    -7
169 |   -11 |     4
16A |   -15 |    -6
16B |   -14 |     4
16C |    14 |    -2
16D |     1 |     1
16E |    11 |    -8
16F |   -11 |    14
170 |     6 |    12
171 |     5 |     3
172 |   -10 |   -10
173 |     5 |   -11
174 |    15 |    -8
175 |     9 |     0
176 |    13 |   -12
177 |     4 |   -15
178 |     4 |    -3
179 |     9 |     0
17A |    13 |    -7
17B |   -13 |     9
17C |     7 |     2
17D |    12 |    13
17E |    -3 |     9
17F |    -8 |   -16
180 |    12 |    -6
181 |    -9 |    12
182 |    -1 |    -5
183 |     3 |    14
184 |    10 |   -14
185 |    -2 |    15
186 |    13 |   -12
187 |    -7 |     7
188 |     2 |   -14
189 |    10 |     7
18A |    14 |    14
18B |    13 |   -14
18C |     8 |     4
18D |    -8 |     1
18E |     1 |    -5
18F |     5 |     8
190 |   -16 |   -12
191 |     3 |     8
192 |    -7 |     9
193 |    14 |     6
194 |     5 |    14
195 |    13 |    -8
196 |    -4 |    -6
197 |     8 |   -12
198 |    10 |    -3
199 |     4 |    -5
19A |     8 |     7
19B |    -7 |    -2
19C |   -14 |     5
19D |     5 |    14
19E |    12 |    14
19F |    13 |    -6
1A0 |    -7 |   -15
1A1 |    -7 |   -14
1A2 |    14 |    -6
1A3 |     5 |   -14
1A4 |   -11 |   -13
1A5 |     8 |     0
1A6 |    15 |     9
1A7 |   -12 |     2
1A8 |     2 |    -3
1A9 |   -11 |    14
1AA |   -10 |    -6
1AB |    12 |    10
1AC |     3 |    -5
1AD |   -14 |    -6
1AE |   -13 |    13
1AF |     6 |    -2
1B0 |    11 |     8
1B1 |    -1 |   -10
1B2 |    -5 |    -4
1B3 |    -5 |    -7
1B4 |     8 |    -5
1B5 |    15 |   -14
1B6 |    -2 |   -11
1B7 |     0 |    -8
1B8 |     0 |    11
1B9 |    13 |     7
1BA |    -6 |    11
1BB |    12 |    14
1BC |     3 |     6
1BD |     0 |    11
1BE |     3 |     0
1BF |     8 |    -2
1C0 |   -10 |     2
1C1 |     8 |     0
1C2 |     2 |   -16
1C3 |   -15 |    -9
1C4 |     1 |     8
1C5 |   -13 |     4
1C6 |     2 |     7
1C7 |     6 |    -7
1C8 |    -4 |     0
1C9 |    -8 |    11
1CA |   -14 |     1
1CB |    12 |    -3
1CC |     7 |    14
1CD |   -11 |     7
1CE |     4 |     0
1CF |    -5 |     6
1D0 |    -8 |    -8
1D1 |     1 |    -2
1D2 |     0 |    -6
1D3 |     2 |    -3
1D4 |    -9 |     5
1D5 |   -12 |    -6
1D6 |    -2 |   -16
1D7 |     7 |    -7
1D8 |     9 |    11
1D9 |     0 |   -12
1DA |    13 |    -2
1DB |     0 |   -11
1DC |     7 |     8
1DD |    -2 |     2
1DE |   -15 |    -5
1DF |    -2 |    12
1E0 |    13 |    -4
1E1 |    10 |    -4
1E2 |    -8 |    -2
1E3 |   -14 |   -14
1E4 |    15 |    -1
1E5 |   -10 |    -6
1E6 |    -8 |     1
1E7 |    13 |     6
1E8 |    10 |     9
1E9 |    10 |   -16
1EA |    15 |   -11
1EB |     1 |     6
1EC |     7 |     1
1ED |    12 |    -4
1EE |    -1 |     9
1EF |   -10 |     0
1F0 |     6 |    10
1F1 |     9 |   -12
1F2 |    -4 |     5
1F3 |    13 |     0
1F4 |    -3 |    12
1F5 |   -13 |    14
1F6 |    -1 |     5
1F7 |    -3 |    13
1F8 |    -3 |    14
1F9 |    -2 |     0
1FA |    -7 |     8
1FB |     1 |    -2
1FC |    -8 |    10
1FD |    -5 |   -16
1FE |   -15 |    -1
1FF |   -16 |   -11
200 |    -1 |     5
201 |   -15 |    -5
202 |     0 |     4
203 |    -8 |    -3
204 |    -9 |    -5
205 |    14 |    15
206 |     7 |    -1
207 |    12 |     0
208 |   -14 |    -2
209 |    13 |    -1
20A |   -13 |    -7
20B |     9 |    -9
20C |   -10 |    15
20D |    12 |   -14
20E |   -11 |     7
20F |    -7 |    15
210 |    -8 |    15
211 |     4 |     1
212 |     2 |    -2
213 |    11 |   -13
214 |    -9 |    14
215 |    11 |     6
216 |    -2 |    -5
217 |     5 |    -9
218 |     9 |     4
219 |   -10 |   -16
21A |    11 |     8
21B |     0 |     4
21C |    -7 |     0
21D |   -12 |     0
21E |   -11 |     1
21F |    11 |     5
220 |     7 |    -5
221 |   -13 |    11
222 |    -9 |    10
223 |     6 |     7
224 |   -13 |     1
225 |     3 |    -5
226 |   -10 |    -2
227 |    -7 |     1
228 |    -2 |    11
229 |     6 |    -4
22A |    -9 |    -7
22B |    -2 |   -16
22C |   -15 |    10
22D |   -15 |    -8
22E |     1 |    15
22F |     5 |     0
230 |   -16 |     9
231 |    -7 |    -6
232 |   -12 |    -3
233 |   -15 |    14
234 |    -3 |    12
235 |    10 |     0
236 |     5 |     7
237 |     7 |     6
238 |     4 |    10
239 |   -13 |     6
23A |    -6 |    -5
23B |   -11 |     6
23C |    12 |    15
23D |    15 |   -11
23E |    10 |     2
23F |    -3 |    -7
240 |     6 |     5
241 |    -9 |     9
242 |    15 |   -11
243 |   -14 |     5
244 |     9 |     4
245 |   -16 |     2
246 |     3 |     9
247 |    -8 |    12
248 |     2 |    12
249 |    -9 |    -6
24A |    15 |   -15
24B |    -5 |    -1
24C |     8 |   -11
24D |     6 |    -6
24E |     9 |   -10
24F |    11 |   -12
250 |    13 |   -13
251 |     4 |     9
252 |     9 |   -10
253 |     2 |    -7
254 |     9 |     8
255 |     4 |    -2
256 |    13 |     2
257 |   -11 |    -8
258 |   -10 |    -6
259 |    11 |   -14
25A |   -11 |     4
25B |     3 |    13
25C |    -2 |    12
25D |    -6 |    -5
25E |    -9 |    11
25F |     6 |     6
260 |    -7 |    -2
261 |   -10 |    12
262 |     0 |     7
263 |    -5 |     0
264 |   -12 |     3
265 |    15 |   -16
266 |    12 |     6
267 |     4 |    14
268 |    12 |    15
269 |    14 |     3
26A |     3 |    11
26B |   -13 |    -2
26C |   -12 |     7
26D |    13 |    10
26E |   -14 |     9
26F |     7 |    -6
270 |   -12 |     8
271 |     8 |     0
272 |   -14 |    11
273 |    -4 |     1
274 |    14 |     1
275 |   -13 |    -4
276 |   -10 |    -5
277 |   -11 |     2
278 |   -14 |    13
279 |    12 |     1
27A |    -6 |    -4
27B |     7 |   -15
27C |     8 |   -13
27D |     5 |    -5
27E |     5 |     2
27F |     5 |    -8
280 |     8 |   -16
281 |     0 |   -11
282 |     5 |   -16
283 |    -7 |    -3
284 |     3 |    10
285 |    -8 |    15
286 |     3 |    13
287 |     5 |     5
288 |   -11 |    -7
289 |     7 |     1
28A |     7 |   -12
28B |    -5 |    -5
28C |     5 |     0
28D |    -4 |   -16
28E |    -8 |    -1
28F |   -12 |    12
290 |   -10 |   -14
291 |     5 |    13
292 |     8 |    -3
293 |    -6 |     8
294 |    -6 |     4
295 |   -14 |   -14
296 |     7 |     0
297 |    12 |     3
298 |    12 |     7
299 |    -1 |    -3
29A |    14 |    -1
29B |     7 |     4
29C |    13 |    -6
29D |     8 |    -9
29E |    -6 |    -1
29F |    -8 |   -14
2A0 |   -13 |    -7
2A1 |     7 |   -11
2A2 |    -9 |    -6
2A3 |   -11 |   -11
2A4 |     1 |   -13
2A5 |    -7 |     6
2A6 |   -11 |   -10
2A7 |    12 |    15
2A8 |   -15 |     4
2A9 |   -13 |    12
2AA |     7 |   -15
2AB |     8 |     6
2AC |     7 |     0
2AD |   -15 |    15
2AE |   -10 |     2
2AF |    -7 |    -4
2B0 |   -14 |     6
2B1 |    14 |    13
2B2 |    14 |    -6
2B3 |   -16 |    -7
2B4 |   -15 |     2
2B5 |    -3 |     7
2B6 |    11 |   -16
2B7 |     2 |    -5
2B8 |     3 |     7
2B9 |   -13 |     4
2BA |    10 |     8
2BB |   -12 |    15
2BC |    15 |     2
2BD |    -1 |    10
2BE |     2 |    -9
2BF |   -16 |   -12
2C0 |    -1 |    -8
2C1 |    -5 |   -14
2C2 |     7 |   -10
2C3 |   -15 |    -4
2C4 |    14 |   -14
2C5 |     8 |    15
2C6 |     0 |   -13
2C7 |     6 |    -2
2C8 |     6 |   -16
2C9 |   -10 |    15
2CA |    -8 |    13
2CB |     6 |     7
2CC |    -5 |     7
2CD |    14 |     1
2CE |    -8 |   -12
2CF |    13 |   -12
2D0 |     2 |   -10
2D1 |   -14 |    -2
2D2 |   -14 |    -4
2D3 |     3 |    -1
2D4 |    14 |    10
2D5 |   -14 |     6
2D6 |     2 |    11
2D7 |   -13 |    -6
2D8 |     1 |     9
2D9 |     7 |    -6
2DA |     9 |     6
2DB |     8 |     4
2DC |    -5 |    10
2DD |    15 |     4
2DE |     1 |    -3
2DF |    11 |     0
2E0 |    11 |    12
2E1 |     2 |     9
2E2 |   -10 |   -14
2E3 |     4 |   -15
2E4 |     3 |     3
2E5 |    11 |     3
2E6 |    12 |    -3
2E7 |    12 |   -15
2E8 |     6 |    -7
2E9 |     1 |   -14
2EA |   -12 |     6
2EB |     7 |    -8
2EC |   -15 |     7
2ED |    12 |    -2
2EE |    -8 |     3
2EF |    -1 |     9
2F0 |     7 |   -12
2F1 |   -14 |    14
2F2 |    12 |    15
2F3 |     7 |     3
2F4 |   -12 |     8
2F5 |     7 |   -13
2F6 |     4 |     6
2F7 |    -1 |    10
2F8 |   -15 |    -2
2F9 |    15 |     8
2FA |    -9 |     3
2FB |     0 |     4
2FC |    -3 |     4
2FD |    15 |    -7
2FE |    -9 |     9
2FF |   -12 |   -11
300 |    -5 |    11
301 |   -11 |     9
302 |     6 |    -8
303 |     2 |   -11
304 |    -6 |   -13
305 |     7 |     0
306 |    -9 |     9
307 |    -8 |    -8
308 |    15 |    14
309 |     7 |    15
30A |    13 |    -4
30B |   -11 |    -1
30C |     3 |     1
30D |    14 |     4
30E |    10 |    -9
30F |    -8 |    11
310 |   -12 |     6
311 |    13 |     4
312 |    -8 |   -15
313 |    -8 |    -6
314 |   -13 |    12
315 |    -7 |    12
316 |    -6 |    -2
317 |     4 |     7
318 |     6 |   -11
319 |   -11 |   -13
31A |    -4 |    -7
31B |    -8 |   -16
31C |   -11 |    -9
31D |    -7 |    12
31E |     5 |   -15
31F |   -15 |    -3
320 |   -14 |    -3
321 |    -3 |    14
322 |   -15 |   -15
323 |     2 |   -14
324 |    14 |    -6
325 |     9 |     2
326 |    13 |     1
327 |   -13 |    13
328 |    12 |   -12
329 |    14 |     1
32A |    -3 |   -10
32B |    -7 |     2
32C |     4 |    -2
32D |     9 |   -10
32E |     7 |    15
32F |     4 |    -5
330 |    13 |    13
331 |     1 |   -14
332 |    -1 |     3
333 |   -10 |    15
334 |     2 |    -6
335 |    10 |     6
336 |    -6 |     6
337 |     4 |    -1
338 |    -6 |   -13
339 |    13 |     8
33A |     3 |     1
33B |   -15 |    -7
33C |     9 |     9
33D |    -1 |   -11
33E |     6 |    -2
33F |   -13 |    -1
340 |    15 |    11
341 |     2 |     5
342 |   -10 |    -8
343 |    -8 |    -8
344 |     7 |    -8
345 |     7 |    -8
346 |     9 |    -7
347 |    -4 |     4
348 |     2 |    -9
349 |     8 |     4
34A |     1 |   -15
34B |    -8 |    10
34C |     9 |     3
34D |     5 |     1
34E |    -7 |    -4
34F |     9 |    -8
350 |   -14 |   -15
351 |    -8 |    -2
352 |    14 |    -2
353 |    -7 |     6
354 |     4 |    14
355 |    -6 |    14
356 |     3 |    -5
357 |    15 |    15
358 |    14 |    -8
359 |     7 |    -4
35A |    -9 |   -14
35B |     3 |   -16
35C |    14 |    10
35D |    -2 |    -4
35E |    14 |   -12
35F |     8 |    12
360 |    -1 |     4
361 |    -9 |    -1
362 |   -15 |     9
363 |     4 |     8
364 |    -7 |     9
365 |    -3 |   -10
366 |    14 |    13
367 |    -8 |    -1
368 |     4 |   -14
369 |     8 |   -13
36A |    -5 |     2
36B |     5 |     9
36C |     0 |     2
36D |    -4 |    -6
36E |     1 |     2
36F |    -2 |    -7
370 |     2 |    12
371 |    15 |    -9
372 |    14 |    -8
373 |     1 |    10
374 |    -9 |    12
375 |     9 |    -5
376 |    -7 |    -4
377 |   -14 |   -11
378 |   -11 |     4
379 |    12 |    -9
37A |    14 |    -9
37B |    -4 |     7
37C |     1 |     8
37D |   -10 |     8
37E |    -1 |   -14
37F |    -2 |     5
380 |   -13 |    -6
381 |    10 |    -5
382 |    14 |    10
383 |    -8 |     3
384 |    -6 |     2
385 |    14 |    -9
386 |    -4 |    -4
387 |     4 |     0
388 |   -13 |    13
389 |    -2 |    15
38A |    -5 |    15
38B |    -5 |    -3
38C |     9 |    13
38D |    -5 |    12
38E |   -14 |   -16
38F |     3 |     1
390 |     5 |   -13
391 |    13 |    -7
392 |    -8 |     6
393 |     1 |    -7
394 |    -9 |     3
395 |    -6 |   -11
396 |     0 |   -10
397 |   -16 |    -5
398 |     2 |     2
399 |    -5 |    13
39A |    11 |   -14
39B |   -11 |     3
39C |   -10 |     7
39D |    -8 |   -12
39E |     4 |   -12
39F |   -16 |    14
3A0 |     8 |    -9
3A1 |    12 |     5
3A2 |     5 |    -3
3A3 |   -16 |   -13
3A4 |     7 |   -11
3A5 |   -13 |     2
3A6 |    13 |     4
3A7 |    -6 |     6
3A8 |     3 |    15
3A9 |     2 |    15
3AA |    -2 |    -2
3AB |    -8 |    -4
3AC |    -7 |    -9
3AD |     7 |    13
3AE |    14 |    -3
3AF |    -1 |    10
3B0 |    12 |     5
3B1 |   -12 |    -3
3B2 |   -13 |    -4
3B3 |    -7 |     0
3B4 |     4 |     3
3B5 |    -9 |     4
3B6 |    15 |    -9
3B7 |    12 |     5
3B8 |    13 |   -15
3B9 |    10 |    -4
3BA |   -13 |     5
3BB |     3 |    14
3BC |     9 |    -8
3BD |   -16 |    -7
3BE |   -12 |     5
3BF |    11 |    10
3C0 |   -12 |     3
3C1 |   -12 |   -15
3C2 |   -14 |     5
3C3 |    10 |   -12
3C4 |    -8 |     1
3C5 |     7 |     5
3C6 |    12 |    -6
3C7 |     8 |    -5
3C8 |    -8 |     3
3C9 |    -9 |   -14
3CA |     9 |    10
3CB |    -2 |    15
3CC |   -15 |     7
3CD |    13 |     3
3CE |     8 |     3
3CF |    -1 |    -9
3D0 |     6 |   -14
3D1 |     1 |   -11
3D2 |    -9 |   -15
3D3 |    10 |    -7
3D4 |    -1 |     5
3D5 |   -12 |     3
3D6 |   -14 |    -7
3D7 |   -13 |    -8
3D8 |   -14 |   -14
3D9 |    12 |     8
3DA |    -3 |   -16
3DB |    -8 |   -14
3DC |    -2 |     5
3DD |     4 |   -14
3DE |     3 |     3
3DF |    -2 |     3
3E0 |     3 |     4
3E1 |   -13 |    -4
3E2 |    11 |     1
3E3 |   -13 |    12
3E4 |     8 |     1
3E5 |    10 |    -6
3E6 |    -7 |    -9
3E7 |     8 |   -10
3E8 |    14 |     6
3E9 |    -2 |     1
3EA |    -7 |     2
3EB |   -13 |    -6
3EC |    10 |     3
3ED |     8 |    12
3EE |     0 |    -8
3EF |     5 |    14
3F0 |    12 |   -10
3F1 |   -11 |   -13
3F2 |   -13 |    11
3F3 |     8 |    -5
3F4 |   -12 |     6
3F5 |    -3 |     5
3F6 |    -3 |   -11
3F7 |     3 |    -8
3F8 |    -3 |    13
3F9 |    -9 |    13
3FA |    -1 |    13
3FB |     9 |    -2
3FC |     4 |    -7
3FD |     8 |     7
3FE |     6 |    -5
3FF |     0 |     4
400 |    15 |    15
401 |   -10 |   -12
402 |     4 |    -9
403 |     7 |    14
404 |    10 |    -6
405 |    -2 |     6
406 |   -15 |   -10
407 |    10 |   -10
408 |    -7 |   -12
409 |     5 |    13
40A |     8 |    10
40B |    15 |    -1
40C |     0 |    14
40D |    15 |   -12
40E |    -6 |    -3
40F |    -6 |    11
410 |    15 |    -1
411 |   -13 |   -12
412 |   -12 |    -9
413 |   -16 |     4
414 |    -8 |    12
415 |   -12 |     3
416 |   -16 |   -12
417 |    13 |     8
418 |   -13 |    15
419 |    15 |   -11
41A |   -16 |    -8
41B |   -16 |    -7
41C |     1 |    12
41D |   -15 |     8
41E |    -5 |    -4
41F |   -10 |     4
420 |    -1 |     3
421 |     0 |     6
422 |     1 |   -16
423 |   -11 |    -8
424 |     9 |   -13
425 |    -1 |   -13
426 |     3 |     6
427 |   -14 |     2
428 |     9 |    -1
429 |     8 |     9
42A |   -13 |     8
42B |    -6 |     8
42C |    15 |    -3
42D |     5 |    14
42E |   -14 |    -4
42F |    -3 |     7
430 |     1 |    -7
431 |   -12 |    -8
432 |   -14 |   -16
433 |     4 |   -15
434 |    -3 |    15
435 |     9 |    -8
436 |     3 |    -8
437 |    -1 |    13
438 |     5 |    -5
439 |    -8 |    11
43A |     6 |     8
43B |   -10 |    -2
43C |    -2 |    11
43D |     5 |    15
43E |     4 |     1
43F |     1 |     7
440 |    15 |   -14
441 |     6 |     7
442 |    11 |    14
443 |     8 |    -7
444 |     2 |    13
445 |   -12 |   -11
446 |     1 |    14
447 |     8 |     3
448 |     8 |     5
449 |     7 |    14
44A |   -11 |    14
44B |     3 |    10
44C |     7 |     2
44D |   -10 |    -6
44E |   -11 |     3
44F |    11 |   -13
450 |    10 |    -6
451 |   -15 |     2
452 |     6 |     2
453 |     4 |   -11
454 |   -16 |   -12
455 |    10 |     0
456 |   -11 |     1
457 |    -6 |     0
458 |    -6 |    -9
459 |     1 |    -7
45A |     1 |     7
45B |    -7 |     0
45C |    -6 |    15
45D |     1 |   -14
45E |     3 |   -11
45F |   -12 |    -7
460 |     0 |    10
461 |    15 |    -1
462 |    13 |    -6
463 |    -8 |     6
464 |   -16 |     0
465 |     5 |   -13
466 |     5 |    13
467 |     5 |    14
468 |    -8 |    14
469 |     4 |     8
46A |    14 |    14
46B |    -5 |    -7
46C |     4 |   -16
46D |    15 |    12
46E |     4 |     4
46F |     1 |   -10
470 |     7 |    11
471 |    -4 |     5
472 |   -15 |     1
473 |    -3 |     0
474 |     2 |    13
475 |    10 |    -4
476 |    -8 |    -5
477 |    -1 |   -16
478 |    -7 |   -12
479 |     8 |    10
47A |    12 |   -10
47B |     9 |     6
47C |   -14 |     2
47D |   -11 |    -4
47E |    -1 |   -15
47F |    -6 |   -13
480 |     9 |    -9
481 |    11 |   -11
482 |   -16 |     8
483 |     0 |    -9
484 |    -2 |     0
485 |     7 |    13
486 |    13 |    13
487 |     6 |    11
488 |    14 |     0
489 |     2 |   -12
48A |   -11 |   -13
48B |    -7 |     8
48C |     3 |   -13
48D |    13 |     0
48E |    14 |    12
48F |    14 |    15
490 |    12 |     9
491 |     4 |    15
492 |     3 |    -7
493 |    -9 |    -3
494 |     5 |    12
495 |    -6 |   -10
496 |    -5 |   -12
497 |     5 |     0
498 |    13 |   -15
499 |     9 |    -7
49A |    -5 |   -14
49B |     9 |     1
49C |    -4 |     5
49D |    11 |   -16
49E |   -16 |    14
49F |    -3 |     9
4A0 |   -12 |    -2
4A1 |    -5 |     8
4A2 |     4 |    -9
4A3 |    13 |     5
4A4 |     0 |     9
4A5 |     4 |   -11
4A6 |     9 |     5
4A7 |     6 |    13
4A8 |    13 |    -4
4A9 |     3 |   -14
4AA |    -8 |    -4
4AB |    -9 |     8
4AC |     3 |     6
4AD |    -5 |   -11
4AE |    -7 |    -4
4AF |    10 |   -14
4B0 |     8 |   -15
4B1 |    -5 |    15
4B2 |    -5 |   -12
4B3 |    15 |    15
4B4 |    -8 |   -15
4B5 |     4 |     5
4B6 |   -13 |     5
4B7 |   -16 |     9
4B8 |    -8 |    -3
4B9 |     8 |    -7
4BA |    10 |   -12
4BB |    10 |    -7
