ROW | DATA_1 | DATA_2
209 |    -8 |   -12
20A |     6 |    -1
20B |   -10 |   -15
20C |    -8 |     8
20D |     2 |     1
20E |    -4 |    11
20F |     3 |   -13
210 |     2 |     8
211 |   -11 |    -4
212 |   -11 |   -13
213 |     9 |     3
214 |    -9 |    -3
215 |     7 |    -7
216 |     0 |     6
217 |    -6 |    -4
218 |     2 |     6
219 |     3 |   -13
21A |    -3 |   -16
21B |    12 |    -1
21C |     8 |   -10
21D |    -1 |    13
21E |    12 |    -6
21F |    -5 |    -4
220 |     7 |   -12
221 |    -6 |    -5
222 |    -6 |    -3
223 |    14 |    -1
224 |    -7 |   -16
225 |     6 |     2
226 |    -2 |     9
227 |    10 |    -3
228 |    -2 |    -7
229 |    15 |     4
22A |    -8 |     6
22B |    -8 |     5
22C |    12 |    -2
22D |   -13 |    -2
22E |   -11 |    -2
22F |     3 |    -4
230 |     0 |     7
231 |    -3 |   -10
232 |    10 |     5
233 |   -12 |   -11
234 |     6 |     3
235 |    -7 |     0
236 |    15 |    12
237 |    14 |    -2
238 |    -2 |    15
239 |   -13 |     3
23A |   -12 |     3
23B |    -8 |     5
23C |     2 |    -1
23D |     0 |     4
23E |    15 |     8
23F |   -14 |    10
240 |     6 |   -13
241 |   -14 |     8
242 |   -14 |    -5
243 |   -10 |     0
244 |   -14 |     8
245 |   -16 |    -1
246 |    -3 |    -9
247 |     2 |     4
248 |    13 |     0
249 |     2 |   -16
24A |   -16 |    13
24B |   -14 |   -12
24C |    10 |   -10
24D |    12 |     4
24E |    -7 |    10
24F |   -13 |     5
250 |   -13 |     6
251 |   -15 |    -1
252 |     1 |    13
253 |     9 |    -5
254 |     5 |   -12
255 |   -14 |    -4
256 |     3 |     4
257 |     4 |   -15
258 |    11 |     3
259 |   -11 |   -10
25A |    13 |     6
25B |     0 |   -11
25C |     5 |     6
25D |     2 |   -11
25E |    15 |    -2
25F |   -15 |    -6
260 |    -5 |   -14
261 |     4 |    14
262 |   -11 |    10
263 |     2 |    -4
264 |    12 |    15
265 |   -10 |     3
266 |     1 |    -5
267 |    -7 |    12
268 |    -5 |     5
269 |   -10 |    -3
26A |    -1 |   -11
26B |   -15 |    13
26C |     9 |    -8
26D |    -2 |    -8
26E |   -11 |    -2
26F |     0 |     0
270 |   -11 |     4
271 |   -10 |    12
272 |    12 |    11
273 |     2 |     2
274 |     8 |     4
275 |    -9 |    -9
276 |    -7 |    -4
277 |    13 |   -15
278 |    15 |   -16
279 |   -16 |     8
27A |     8 |    10
27B |    14 |    -5
27C |   -13 |    13
27D |   -16 |     9
27E |     1 |    -5
27F |    -5 |   -11
280 |    -7 |    -2
281 |    -3 |     1
282 |    -2 |    -9
283 |     1 |     2
284 |    15 |    10
285 |    12 |     2
286 |    13 |   -15
287 |    -2 |   -11
288 |     7 |    12
289 |   -11 |     6
28A |    11 |    -3
28B |   -14 |    -3
28C |    -4 |   -15
28D |    11 |    -4
28E |     4 |   -16
28F |    -5 |    -5
290 |     7 |    -5
291 |    13 |    11
292 |     2 |     8
293 |   -14 |     8
294 |   -11 |     1
295 |     2 |   -15
296 |    -3 |    -8
297 |    -1 |    -9
298 |   -15 |   -11
299 |   -12 |   -11
29A |    -1 |     6
29B |    13 |    -9
29C |    -2 |    -2
29D |    -9 |    -3
29E |    -7 |    -3
29F |    -9 |     2
2A0 |    -2 |    11
2A1 |     1 |    -7
2A2 |    12 |    12
2A3 |   -14 |    -4
2A4 |    -2 |    10
2A5 |    -3 |    11
2A6 |   -14 |   -16
2A7 |     2 |    14
2A8 |     2 |    -4
2A9 |     2 |     1
2AA |    -5 |     4
2AB |    14 |    13
2AC |     7 |    11
2AD |    -5 |     2
2AE |    11 |   -16
2AF |     1 |    -3
2B0 |    -1 |   -13
2B1 |    -5 |    10
2B2 |    -1 |   -10
2B3 |   -12 |   -13
2B4 |    -6 |     0
2B5 |    -6 |    10
2B6 |   -12 |     5
2B7 |     4 |   -13
2B8 |    -6 |    -9
2B9 |    -1 |   -16
2BA |   -14 |    15
2BB |     9 |   -10
2BC |   -12 |    -7
2BD |    -1 |    13
2BE |     1 |    -8
2BF |    13 |    -9
2C0 |     2 |    -7
2C1 |    -1 |   -10
2C2 |     9 |   -12
2C3 |    -2 |    -5
2C4 |    -4 |     0
2C5 |    12 |   -14
2C6 |     8 |    -8
2C7 |    -5 |   -10
2C8 |    -7 |    -1
2C9 |   -15 |    10
2CA |     9 |   -12
2CB |    -2 |     1
2CC |    -4 |   -14
2CD |     9 |    14
2CE |    -1 |   -10
2CF |    -2 |     3
2D0 |     8 |     7
2D1 |    -9 |    11
2D2 |     2 |    -5
2D3 |     3 |     9
2D4 |   -11 |    -3
2D5 |    11 |   -14
2D6 |    15 |    12
2D7 |    -3 |   -15
2D8 |    -5 |    -3
2D9 |    15 |     5
2DA |     5 |     9
2DB |    -6 |    14
2DC |     1 |    10
2DD |    -6 |    -2
2DE |   -14 |   -13
2DF |    -9 |     5
2E0 |     8 |     1
2E1 |     2 |    15
2E2 |     3 |    -5
2E3 |    13 |     8
2E4 |    11 |    -5
2E5 |   -12 |     5
2E6 |    -7 |    12
2E7 |    -2 |     2
2E8 |    -8 |    11
2E9 |    -1 |    13
2EA |    12 |     4
2EB |     8 |     6
2EC |   -11 |    15
2ED |   -12 |    15
2EE |    -4 |    -8
2EF |   -14 |   -13
2F0 |   -10 |    -4
2F1 |     8 |     5
2F2 |    11 |    14
2F3 |    -8 |    -7
2F4 |    -8 |   -11
2F5 |    -5 |    -6
2F6 |     2 |   -14
2F7 |   -10 |    -7
2F8 |   -11 |    14
2F9 |    -3 |    13
2FA |    -6 |    12
2FB |    -8 |    -9
2FC |    -3 |     1
2FD |    -2 |     2
2FE |   -11 |    -4
2FF |    -5 |   -10
300 |    -2 |    12
301 |    -2 |   -10
302 |   -12 |    14
303 |    14 |    -3
304 |     1 |     0
305 |     3 |    -3
306 |     3 |    -1
307 |   -10 |   -13
308 |     0 |    15
309 |     5 |     3
30A |    -1 |   -11
30B |     9 |    -3
30C |   -11 |    -8
30D |   -10 |     4
30E |    -7 |     3
30F |     8 |    11
310 |    14 |    13
311 |     6 |    -6
312 |     6 |    13
313 |   -13 |     4
314 |    15 |     2
315 |   -11 |    15
316 |   -16 |    -5
317 |     1 |    10
318 |    -8 |     9
319 |   -13 |    -1
31A |    -7 |    13
31B |     0 |     7
31C |     9 |   -16
31D |     1 |   -15
31E |    -1 |    -1
31F |   -13 |    -2
320 |    -6 |     4
321 |   -11 |    -9
322 |   -13 |   -16
323 |    -5 |     8
324 |    -2 |    -1
325 |    15 |   -12
326 |     7 |     9
327 |     1 |    -8
328 |    13 |    13
329 |     5 |     1
32A |    -6 |     1
32B |    -7 |    -1
32C |    -1 |    -9
32D |    12 |   -13
32E |    15 |     7
32F |    13 |     0
330 |    14 |    12
331 |    -6 |    -4
332 |   -13 |    -3
333 |     5 |   -11
334 |     6 |   -16
335 |     3 |   -15
336 |    14 |   -16
337 |     3 |    14
338 |     9 |   -10
339 |     3 |    13
33A |   -15 |     1
33B |    -5 |    11
33C |     3 |    -9
33D |    12 |    13
33E |    -9 |   -16
33F |     9 |     7
340 |     6 |   -14
341 |     0 |    -9
342 |    14 |     2
343 |     5 |     5
344 |    13 |    12
345 |   -10 |     6
346 |     9 |   -16
347 |    -7 |    -8
348 |    -4 |   -16
349 |   -14 |    13
34A |    -7 |    -8
34B |     1 |   -12
34C |    11 |     6
34D |     7 |     7
34E |    -3 |     5
34F |     4 |    -1
350 |     4 |     6
351 |     1 |    12
352 |   -15 |     1
353 |    -4 |   -12
354 |     4 |   -12
355 |    13 |   -13
356 |     3 |    12
357 |   -10 |    -2
358 |    -3 |     9
359 |     3 |     3
35A |   -12 |    12
35B |   -12 |   -16
35C |     6 |   -16
35D |   -10 |    -2
35E |     5 |    12
35F |    -1 |   -15
360 |     6 |     1
361 |    12 |     9
362 |     7 |    12
363 |   -12 |    -8
364 |   -15 |   -14
365 |   -11 |    15
366 |   -11 |     5
367 |    -5 |    12
368 |    14 |   -11
369 |    -1 |     2
36A |    -3 |    -6
36B |   -14 |    -2
36C |     1 |     8
36D |   -14 |    15
36E |     4 |     5
36F |     8 |     5
370 |    -8 |     5
371 |   -10 |     6
372 |    14 |    -6
373 |    -3 |    -4
374 |    -5 |    11
375 |    -5 |     8
376 |    -4 |    -3
377 |    12 |     2
378 |     9 |     9
379 |    -1 |    -1
37A |    10 |     2
37B |    -1 |    -6
37C |     3 |   -13
37D |     5 |   -15
37E |    -5 |     4
37F |    14 |    15
380 |    12 |   -10
381 |   -12 |     8
382 |   -12 |     0
383 |    -8 |     4
384 |    -3 |    -4
385 |    15 |     9
386 |     6 |   -10
387 |     6 |    10
388 |    15 |    -9
389 |    -6 |   -13
38A |     8 |     8
38B |     8 |   -14
38C |    -5 |     9
38D |    -9 |     8
38E |    -9 |   -14
38F |    -9 |    15
390 |    15 |    -8
391 |     7 |     7
392 |    -2 |    15
393 |   -16 |    -3
394 |    -9 |    -3
395 |   -14 |    14
396 |    -3 |   -15
397 |    -9 |    -6
398 |   -16 |    -6
399 |     7 |   -16
39A |    13 |     7
39B |     0 |     2
39C |     5 |     8
39D |    11 |     4
39E |     4 |    -1
39F |   -16 |    10
3A0 |    10 |    12
3A1 |    -9 |   -11
3A2 |     8 |    -1
3A3 |    15 |     5
3A4 |   -11 |     1
3A5 |    -6 |     3
3A6 |   -15 |     9
3A7 |   -10 |   -13
3A8 |    -2 |     1
3A9 |    -2 |    12
3AA |   -11 |    14
3AB |     3 |    -4
3AC |     4 |    -9
3AD |    14 |    12
3AE |    -6 |    13
3AF |     0 |    -2
3B0 |     7 |    13
3B1 |    -1 |    14
3B2 |     7 |    -1
3B3 |   -13 |    15
3B4 |   -14 |     6
3B5 |     6 |     1
3B6 |    -8 |   -13
3B7 |    -5 |    10
3B8 |    11 |    10
3B9 |    -6 |    -3
3BA |    14 |     8
3BB |     7 |    -1
3BC |     2 |     7
3BD |    -7 |     9
3BE |    12 |    -1
3BF |    14 |    -2
3C0 |    -9 |    -6
3C1 |    -4 |    -8
3C2 |     9 |    12
3C3 |    -9 |    -7
3C4 |    14 |     9
3C5 |     9 |    13
3C6 |    14 |    -2
3C7 |     5 |    -9
3C8 |   -16 |     0
3C9 |   -13 |    10
3CA |    14 |    -8
3CB |    12 |     2
3CC |    -5 |     3
3CD |   -12 |    -2
3CE |    -8 |   -12
3CF |     8 |    14
3D0 |   -16 |     0
3D1 |     7 |    -7
3D2 |    -3 |     6
3D3 |    -2 |   -11
3D4 |    -9 |    -1
3D5 |   -14 |    13
3D6 |    -2 |    -9
3D7 |    14 |   -13
3D8 |   -14 |     1
3D9 |   -12 |     2
3DA |    -1 |     5
3DB |     0 |    14
3DC |   -10 |   -15
3DD |   -16 |     6
3DE |    13 |   -10
3DF |   -16 |   -11
3E0 |    13 |   -14
3E1 |     3 |   -16
3E2 |   -10 |    -8
3E3 |     6 |     7
3E4 |   -11 |     5
3E5 |   -13 |     6
3E6 |    -5 |   -16
3E7 |    -5 |    -5
3E8 |     6 |     2
3E9 |    -6 |     3
3EA |    -6 |    14
3EB |    15 |     1
3EC |   -11 |   -11
3ED |     6 |   -13
3EE |   -10 |    -8
3EF |   -16 |    12
3F0 |   -10 |    -3
3F1 |    12 |     7
3F2 |     9 |    10
3F3 |     9 |    -9
3F4 |    -7 |    -6
3F5 |    -6 |    -6
3F6 |     5 |    -9
3F7 |     2 |    -2
3F8 |   -16 |     6
3F9 |     6 |   -12
3FA |     1 |   -11
3FB |   -10 |     0
3FC |     6 |    -9
3FD |    -1 |     8
3FE |    -5 |    -7
3FF |    13 |    -4
400 |     9 |     6
401 |    14 |    11
402 |     8 |     8
403 |   -10 |     0
404 |     6 |   -13
405 |    13 |   -12
406 |    -1 |   -13
407 |   -16 |     1
408 |     8 |    11
409 |    12 |    -8
40A |    11 |   -14
40B |     6 |    13
40C |   -11 |    -9
40D |    11 |    13
40E |     2 |     5
40F |    10 |     8
410 |   -13 |     4
411 |     1 |     6
412 |    13 |    -3
413 |   -13 |     9
414 |     6 |     5
415 |    13 |   -15
416 |     7 |     9
417 |     3 |    13
418 |    -2 |     6
419 |    15 |     5
41A |    -7 |    -9
41B |    -6 |    -8
41C |    11 |     0
41D |    -5 |    11
41E |    10 |     2
41F |    -7 |   -14
420 |    15 |    -1
421 |     0 |     3
422 |   -13 |    -1
423 |   -15 |   -15
424 |    -7 |    12
425 |   -16 |     2
426 |   -15 |     6
427 |    -7 |    -4
428 |    13 |   -12
429 |   -15 |   -14
42A |    12 |     4
42B |    -3 |    -2
42C |    -8 |     1
42D |    -3 |    14
42E |    -9 |     8
42F |    12 |    11
430 |    -5 |   -14
431 |    10 |    13
432 |   -12 |    13
433 |     7 |    13
434 |    -5 |    -1
435 |     0 |    -9
436 |     7 |     0
437 |    10 |    11
438 |     5 |     1
439 |     0 |    -5
43A |   -14 |    -1
43B |     0 |   -10
43C |   -10 |     0
43D |     2 |     1
43E |    -8 |     1
43F |    11 |   -16
440 |    14 |   -11
441 |    -4 |   -16
442 |     4 |    14
443 |    12 |    -6
444 |     8 |    13
445 |    -4 |     6
446 |     2 |   -14
447 |     0 |    -6
448 |   -11 |   -16
449 |    11 |   -10
44A |    -2 |   -11
44B |    -7 |     6
44C |   -10 |    11
44D |    -6 |     3
44E |     3 |     4
44F |   -10 |    11
450 |     7 |    -6
451 |    -1 |   -11
452 |    -5 |    -9
453 |     8 |    -4
454 |     6 |    12
455 |     3 |    -5
456 |     5 |    -2
457 |     9 |    -8
458 |    -7 |   -16
459 |    -1 |     7
45A |   -12 |   -14
45B |    13 |    -8
45C |     5 |    -1
45D |   -14 |    10
45E |     3 |   -14
45F |    -2 |    10
460 |   -12 |     1
461 |   -13 |   -14
462 |    10 |    -9
463 |    -4 |     3
464 |    -9 |    -7
465 |    -6 |    -7
466 |     7 |   -10
467 |    -5 |     2
468 |   -10 |    -8
469 |    13 |    -2
46A |    -4 |    -1
46B |     0 |   -15
46C |     4 |    -6
46D |    14 |    13
46E |    14 |    14
46F |    -6 |    -9
470 |     4 |     7
471 |   -11 |     9
472 |    -1 |   -11
473 |     4 |    -7
474 |    14 |   -11
475 |     0 |    15
476 |     3 |   -15
477 |     4 |   -12
478 |     2 |   -12
479 |     6 |    11
47A |     8 |    -8
47B |     1 |     1
47C |    10 |     4
47D |     1 |    14
47E |   -11 |    13
47F |    13 |     8
480 |    -1 |     2
481 |    -4 |    13
482 |    15 |     0
483 |     3 |   -15
484 |   -15 |     4
485 |    -3 |   -10
486 |   -11 |     8
487 |   -16 |     4
488 |   -13 |     9
489 |     1 |   -12
48A |     0 |     7
48B |     5 |     0
48C |     9 |     5
48D |   -10 |   -14
48E |     5 |    -2
48F |    10 |     6
490 |     5 |    14
491 |     6 |   -14
492 |    -8 |     8
493 |    13 |   -16
494 |     5 |    -6
495 |     4 |    -4
496 |    -1 |     0
497 |    -9 |   -16
498 |    -1 |    14
499 |    10 |    12
49A |    -9 |    -4
49B |    -2 |     2
49C |    -8 |    11
49D |    10 |   -10
49E |    -1 |     2
49F |    -5 |    11
4A0 |     7 |    15
4A1 |   -13 |   -12
4A2 |    11 |    -1
4A3 |    -9 |     1
4A4 |    -7 |     2
4A5 |     0 |    14
4A6 |    14 |     8
4A7 |   -14 |     1
4A8 |    -7 |    -8
4A9 |   -14 |    -7
4AA |     8 |    -5
4AB |    12 |    11
4AC |     2 |    12
4AD |    -3 |    12
4AE |    -3 |    14
4AF |    -5 |   -14
4B0 |    -3 |   -14
4B1 |    -1 |    -2
4B2 |    14 |   -13
4B3 |    14 |    -1
4B4 |     8 |    -4
4B5 |    13 |     5
4B6 |    -2 |    15
4B7 |    10 |    -1
