ROW | DATA_1 | DATA_2
0A3 |    11 |    -9
0A4 |    -3 |   -15
0A5 |    -4 |    -5
0A6 |    -5 |   -15
0A7 |    -7 |    12
0A8 |     2 |     0
0A9 |    -1 |   -11
0AA |    -1 |    11
0AB |    13 |    -7
0AC |   -16 |    11
0AD |    -8 |   -13
0AE |     9 |     1
0AF |     8 |   -10
0B0 |     0 |     8
0B1 |   -10 |    -4
0B2 |   -13 |    -4
0B3 |    -1 |    -5
0B4 |     6 |    15
0B5 |   -16 |   -10
0B6 |     8 |    -1
0B7 |     9 |    -2
0B8 |    -8 |   -13
0B9 |    -5 |     1
0BA |    -6 |   -12
0BB |     5 |     1
0BC |    -8 |     9
0BD |     4 |     9
0BE |    -7 |    -2
0BF |    -9 |    15
0C0 |   -14 |    -6
0C1 |    15 |     6
0C2 |     7 |     2
0C3 |     2 |   -10
0C4 |     0 |    14
0C5 |    11 |    -1
0C6 |     4 |     4
0C7 |    -7 |    -6
0C8 |   -13 |     5
0C9 |    -7 |    -7
0CA |    -2 |    14
0CB |   -14 |     5
0CC |     0 |    -5
0CD |    13 |   -12
0CE |    -9 |   -16
0CF |   -14 |    14
0D0 |     6 |    15
0D1 |    13 |    14
0D2 |    -9 |   -14
0D3 |    -9 |     2
0D4 |   -11 |    -6
0D5 |     2 |   -10
0D6 |    -6 |     3
0D7 |    -3 |    12
0D8 |    -5 |     6
0D9 |   -12 |    15
0DA |    15 |     7
0DB |     5 |   -16
0DC |     2 |     3
0DD |     9 |    14
0DE |   -10 |     1
0DF |    -7 |    -7
0E0 |   -11 |    -2
0E1 |    14 |     6
0E2 |     1 |   -15
0E3 |     5 |    11
0E4 |    12 |    -3
0E5 |    -8 |    -4
0E6 |   -13 |   -10
0E7 |     4 |    12
0E8 |   -12 |     0
0E9 |   -11 |     5
0EA |     0 |    10
0EB |    -1 |     3
0EC |   -11 |   -14
0ED |    -3 |    -9
0EE |     8 |    13
0EF |     2 |     2
0F0 |    -9 |   -16
0F1 |    15 |    -7
0F2 |     3 |    -7
0F3 |     6 |    -6
0F4 |     7 |    15
0F5 |    15 |   -12
0F6 |     8 |   -16
0F7 |     1 |   -14
0F8 |   -11 |     2
0F9 |     7 |   -13
0FA |    11 |     3
0FB |   -11 |    11
0FC |     5 |   -16
0FD |    -2 |     0
0FE |    15 |     6
0FF |     2 |    -7
100 |    11 |     1
101 |    14 |    -4
102 |    -7 |   -11
103 |     3 |    -2
104 |    11 |    14
105 |   -13 |    -1
106 |   -14 |    11
107 |    11 |   -10
108 |   -10 |     3
109 |     0 |    -5
10A |     0 |     4
10B |   -15 |    -4
10C |    13 |    -8
10D |    -5 |    -4
10E |   -14 |     3
10F |    10 |     3
110 |     4 |    -5
111 |    12 |    11
112 |     5 |    -8
113 |    -3 |     4
114 |   -11 |    13
115 |   -10 |    11
116 |   -15 |    10
117 |     9 |    13
118 |   -16 |   -15
119 |    14 |   -11
11A |     9 |     3
11B |     3 |     7
11C |     9 |     2
11D |   -11 |     9
11E |    -8 |     9
11F |    -4 |    13
120 |   -15 |   -13
121 |   -15 |   -13
122 |    14 |   -10
123 |    -1 |   -10
124 |    -4 |    14
125 |     3 |   -13
126 |    -7 |   -13
127 |    11 |    -7
128 |    -9 |    -8
129 |    -7 |    -7
12A |    15 |     3
12B |   -15 |    15
12C |    -1 |    -9
12D |     2 |   -16
12E |   -13 |    -9
12F |   -16 |    -1
130 |    11 |   -10
131 |    15 |   -15
132 |   -14 |     9
133 |     9 |    -9
134 |    15 |     9
135 |   -13 |    -5
136 |    11 |     0
137 |   -12 |    -9
138 |    10 |    -7
139 |    -9 |    -5
13A |     6 |    -1
13B |    11 |    -4
13C |    -6 |    14
13D |    -4 |     2
13E |     6 |    15
13F |    -2 |     1
140 |     5 |     8
141 |    -8 |    13
142 |     8 |    11
143 |     7 |   -15
144 |    -6 |    13
145 |     2 |     8
146 |    14 |     3
147 |    -5 |    12
148 |    -6 |     6
149 |   -10 |    13
14A |    15 |     1
14B |    -1 |    -6
14C |   -13 |    -3
14D |     6 |     8
14E |     6 |    -5
14F |    -5 |     6
150 |   -12 |    13
151 |    11 |     1
152 |    -2 |     9
153 |    -2 |    14
154 |     0 |    14
155 |     6 |     0
156 |     1 |     4
157 |   -10 |     9
158 |    12 |   -14
159 |    -9 |    -6
15A |   -10 |   -10
15B |   -10 |    15
15C |    -9 |     4
15D |     7 |    -1
15E |     2 |    -5
15F |    15 |    10
160 |    -7 |   -13
161 |     5 |    -9
162 |    -9 |   -12
163 |    12 |     7
164 |   -16 |    -5
165 |    14 |   -10
166 |     2 |     8
167 |   -11 |    -4
168 |     7 |     0
169 |     7 |    12
16A |    -7 |    -2
16B |    -2 |    -6
16C |    11 |    -4
16D |    10 |   -15
16E |     7 |    -3
16F |    12 |    -8
170 |   -16 |     7
171 |   -11 |   -12
172 |     4 |    -5
173 |    -6 |    -4
174 |   -13 |    14
175 |   -14 |     6
176 |   -13 |   -12
177 |    10 |    11
178 |     3 |   -12
179 |     6 |    -8
17A |     1 |   -10
17B |     9 |    15
17C |    -3 |   -13
17D |     6 |   -15
17E |    -4 |     2
17F |   -11 |     8
180 |     5 |   -12
181 |    -8 |     2
182 |    -3 |    -1
183 |     3 |     9
184 |    -6 |    -9
185 |   -15 |     0
186 |    -1 |   -14
187 |    11 |    10
188 |   -13 |    -4
189 |     0 |   -13
18A |    -9 |    -3
18B |    -9 |   -13
18C |     3 |    15
18D |    13 |   -14
18E |    -1 |   -12
18F |     6 |   -11
190 |     2 |    -8
191 |     8 |   -14
192 |   -10 |   -14
193 |    -4 |    -2
194 |    13 |    11
195 |    -7 |     3
196 |    10 |   -15
197 |   -11 |   -15
198 |    11 |     8
199 |    14 |    14
19A |    12 |     8
19B |     7 |    -8
19C |     9 |    11
19D |    15 |    -9
19E |    12 |    -9
19F |    10 |     6
1A0 |    -7 |     5
1A1 |    15 |   -13
1A2 |    -8 |    -2
1A3 |    -3 |   -16
1A4 |    14 |    10
1A5 |    -6 |   -16
1A6 |    -9 |   -13
1A7 |    -9 |   -13
1A8 |     7 |    12
1A9 |   -14 |     2
1AA |    -9 |     4
1AB |     3 |    -1
1AC |     3 |    -8
1AD |    15 |    14
1AE |    -7 |   -12
1AF |    10 |     0
1B0 |     3 |    15
1B1 |    -3 |    -2
1B2 |    15 |     3
1B3 |    -9 |     2
1B4 |   -12 |     1
1B5 |    10 |   -10
1B6 |     3 |     6
1B7 |     5 |    15
1B8 |    14 |   -11
1B9 |    -8 |    -8
1BA |    12 |     3
1BB |    -7 |    -9
1BC |   -11 |    -7
1BD |     8 |    -1
1BE |     9 |    13
1BF |   -14 |   -15
1C0 |     1 |   -14
1C1 |    -6 |     1
1C2 |     3 |     3
1C3 |   -11 |   -13
1C4 |   -13 |     8
1C5 |    14 |   -15
1C6 |    -9 |     8
1C7 |   -15 |   -14
1C8 |    -3 |    -3
1C9 |    12 |    -5
1CA |     4 |   -13
1CB |   -14 |   -14
1CC |   -15 |   -15
1CD |    11 |     0
1CE |    10 |   -15
1CF |     4 |    11
1D0 |     0 |   -13
1D1 |    -9 |     8
1D2 |    -6 |    13
1D3 |    -7 |     0
1D4 |     0 |     8
1D5 |    -7 |    -1
1D6 |    10 |   -16
1D7 |   -13 |     1
1D8 |    -5 |    -1
1D9 |   -13 |     5
1DA |     8 |   -14
1DB |     4 |     7
1DC |    10 |     0
1DD |     0 |    -9
1DE |    -9 |     4
1DF |    -4 |    -5
1E0 |    -1 |    13
1E1 |     8 |    12
1E2 |     1 |    13
1E3 |     4 |     6
1E4 |    10 |    -3
1E5 |    14 |   -13
1E6 |    10 |     1
1E7 |   -15 |   -12
1E8 |   -10 |    -5
1E9 |    -8 |     1
1EA |    10 |    15
1EB |   -11 |    -2
1EC |    -7 |    -7
1ED |    -6 |    -2
1EE |    11 |   -14
1EF |   -14 |    12
1F0 |    13 |   -14
1F1 |    -6 |   -13
1F2 |   -13 |     0
1F3 |     1 |     6
1F4 |     8 |    -1
1F5 |    -3 |   -10
1F6 |   -14 |    12
1F7 |   -12 |   -12
1F8 |   -11 |    -3
1F9 |    -9 |     7
1FA |     1 |   -12
1FB |    -3 |     2
1FC |     5 |   -15
1FD |    12 |     7
1FE |    -1 |    10
1FF |     5 |    14
200 |    13 |   -15
201 |   -15 |     7
202 |   -16 |     2
203 |   -16 |   -15
204 |    -5 |    -3
205 |    15 |     6
206 |   -11 |     8
207 |   -15 |    -7
208 |    -9 |   -11
209 |     8 |    -2
20A |     8 |    -9
20B |   -16 |    14
20C |    13 |     4
20D |    -4 |    -4
20E |   -16 |    -1
20F |   -15 |    -1
210 |     6 |    -2
211 |   -11 |     4
212 |    -2 |    -1
213 |    15 |    10
214 |   -14 |   -11
215 |    15 |   -12
216 |   -16 |    14
217 |     9 |    12
218 |     1 |    -2
219 |    -6 |    -1
21A |    -5 |    -8
21B |    -8 |     2
21C |    -8 |     4
21D |    -2 |   -11
21E |    -4 |    10
21F |     0 |    15
220 |   -16 |    -5
221 |   -13 |   -16
222 |    11 |    -9
223 |     1 |     0
224 |    13 |   -10
225 |     7 |   -14
226 |    -2 |   -15
227 |     1 |   -12
228 |    12 |     8
229 |   -16 |     6
22A |    -4 |     9
22B |   -11 |     2
22C |    -2 |     5
22D |   -12 |   -10
22E |    -4 |   -12
22F |     5 |    12
230 |   -12 |    12
231 |   -15 |     2
232 |    11 |    -8
233 |     5 |   -11
234 |    -1 |   -16
235 |    14 |    13
236 |     5 |     4
237 |     5 |    -5
238 |   -12 |   -10
239 |   -10 |     3
23A |    -9 |     5
23B |   -13 |    11
23C |     8 |     4
23D |   -12 |     4
23E |   -13 |    -7
23F |   -13 |    -3
240 |    11 |     1
241 |   -10 |   -10
242 |   -13 |     2
243 |     8 |    -9
244 |   -10 |     1
245 |    -2 |    12
246 |    13 |    -6
247 |    13 |     0
248 |   -10 |    -2
249 |   -15 |    -7
24A |     5 |    -3
24B |   -10 |   -15
24C |   -16 |    -4
24D |    -4 |    15
24E |     0 |     7
24F |    10 |     2
250 |    12 |    12
251 |    -1 |    13
252 |   -14 |    -9
253 |    -8 |    12
254 |    11 |    15
255 |     3 |   -11
256 |    -7 |     1
257 |     3 |     6
258 |     2 |    -2
259 |   -16 |     4
25A |   -13 |     5
25B |   -13 |    13
25C |     6 |     4
25D |    -4 |    11
25E |   -12 |     4
25F |    -4 |   -14
260 |    13 |    -1
261 |     5 |     8
262 |    10 |    -4
263 |    -6 |    14
264 |    13 |    15
265 |    15 |    15
266 |   -16 |    -8
267 |    -2 |   -11
268 |    -3 |   -16
269 |    14 |   -12
26A |     8 |    -3
26B |     9 |   -14
26C |   -16 |     0
26D |   -16 |    -1
26E |     6 |    14
26F |    -9 |     3
270 |     2 |     2
271 |    -4 |    15
272 |   -14 |     6
273 |    -4 |     2
274 |     2 |    -2
275 |    -2 |     2
276 |    -5 |    12
277 |    -1 |    -1
278 |    -4 |    -9
279 |    -5 |    13
27A |   -10 |    -9
27B |    -8 |     9
27C |    -9 |    14
27D |    -3 |    10
27E |    13 |   -15
27F |     7 |     1
280 |    -6 |    10
281 |   -12 |     4
282 |    -7 |     4
283 |    -4 |     9
284 |     8 |    11
285 |     4 |     0
286 |    -1 |     1
287 |    -4 |    -2
288 |    -7 |   -14
289 |    -1 |    12
28A |     1 |    -2
28B |    15 |    -3
28C |   -11 |     5
28D |   -12 |   -15
28E |     8 |     8
28F |    15 |     5
290 |    -5 |   -12
291 |     7 |    -3
292 |    15 |    -4
293 |     1 |     9
294 |   -14 |     2
295 |    -2 |     7
296 |    12 |    10
297 |     9 |    -1
298 |     3 |   -14
299 |     8 |   -10
29A |     7 |    15
29B |   -11 |    -6
29C |   -11 |     3
29D |    12 |    -2
29E |    -2 |   -14
29F |    13 |    -9
2A0 |    11 |     9
2A1 |    13 |     1
2A2 |    10 |   -12
2A3 |    15 |    10
2A4 |     1 |   -16
2A5 |   -15 |   -10
2A6 |    12 |    -4
2A7 |     0 |     4
2A8 |     6 |   -15
2A9 |     2 |     1
2AA |     1 |    -4
2AB |   -10 |     0
2AC |   -12 |     8
2AD |   -14 |    11
2AE |     5 |    -2
2AF |     5 |     1
2B0 |     3 |     2
2B1 |    -4 |     8
2B2 |     0 |    15
2B3 |     3 |     7
2B4 |     6 |    12
2B5 |     9 |   -15
2B6 |    14 |    -2
2B7 |     9 |     7
2B8 |    -2 |   -10
2B9 |    14 |     5
2BA |    13 |   -11
2BB |     5 |    -6
2BC |     4 |    15
2BD |    11 |   -11
2BE |    -3 |     9
2BF |    12 |    -2
2C0 |     7 |    15
2C1 |    -8 |    10
2C2 |   -16 |     5
2C3 |     6 |   -14
2C4 |    -2 |    10
2C5 |    11 |     1
2C6 |     3 |    15
2C7 |   -15 |     4
2C8 |    -8 |     4
2C9 |     5 |    14
2CA |     8 |   -10
2CB |     9 |   -12
2CC |     8 |    -8
2CD |    14 |    -6
2CE |     5 |    -6
2CF |     3 |    12
2D0 |    -6 |   -14
2D1 |    -5 |    15
2D2 |    15 |    15
2D3 |    -5 |    10
2D4 |   -12 |   -16
2D5 |     2 |    -9
2D6 |    -2 |     2
2D7 |   -12 |     4
2D8 |   -13 |    -6
2D9 |   -16 |     2
2DA |     4 |     7
2DB |     9 |    14
2DC |    -9 |    -3
2DD |    10 |    -8
2DE |   -12 |    14
2DF |    -3 |     4
2E0 |    -3 |    -5
2E1 |    11 |    14
2E2 |    -6 |   -16
2E3 |    -4 |    -4
2E4 |     1 |   -10
2E5 |   -16 |     5
2E6 |    12 |   -13
2E7 |     9 |    -6
2E8 |     5 |     6
2E9 |    13 |     6
2EA |   -14 |    -4
2EB |     2 |     2
2EC |     6 |     3
2ED |     9 |     9
2EE |    10 |    -4
2EF |    -5 |    -7
2F0 |    13 |    -3
2F1 |    -5 |    -5
2F2 |     9 |   -10
2F3 |    -1 |     8
2F4 |     1 |     1
2F5 |   -12 |    -3
2F6 |    15 |   -16
2F7 |    -9 |    -3
2F8 |   -12 |    -7
2F9 |     4 |    -6
2FA |    12 |   -16
2FB |     0 |   -12
2FC |   -14 |    -8
2FD |   -15 |    11
2FE |    13 |     4
2FF |     5 |    -9
300 |    -4 |     9
301 |   -14 |     8
302 |     0 |     6
303 |    -8 |     4
304 |    13 |    -3
305 |    13 |     1
306 |   -11 |    11
307 |    12 |    15
308 |    14 |    -9
309 |    -6 |     6
30A |   -15 |   -15
30B |    -5 |    13
30C |    -9 |    11
30D |    -6 |    -4
30E |   -16 |     7
30F |    -7 |   -16
310 |     6 |    12
311 |    -3 |    -4
312 |    -3 |     3
313 |   -13 |   -10
314 |     8 |     0
315 |    12 |     1
316 |   -16 |     1
317 |     8 |     9
318 |    -1 |     0
319 |    -1 |   -13
31A |   -11 |    14
31B |    10 |    15
31C |   -16 |    14
31D |    -4 |   -14
31E |    -2 |   -15
31F |    -6 |    -5
320 |   -14 |   -11
321 |   -10 |    -9
322 |     4 |    12
323 |    -3 |     4
324 |    11 |     1
325 |    -2 |   -15
326 |   -10 |     4
327 |     4 |     7
328 |   -16 |     9
329 |     4 |   -13
32A |     8 |    -4
32B |    13 |     1
32C |   -12 |    -5
32D |     7 |   -14
32E |   -12 |    -4
32F |    10 |    -5
330 |    15 |     3
331 |    -6 |     6
332 |   -10 |     5
333 |     8 |   -11
334 |     5 |   -11
335 |     4 |   -11
336 |   -12 |   -11
337 |   -15 |     4
338 |     8 |    -6
339 |   -16 |    -3
33A |   -15 |    13
33B |     3 |    -1
33C |    11 |    -4
33D |   -11 |     3
33E |    -8 |     8
33F |    15 |    -5
340 |    -4 |    -8
341 |     8 |    10
342 |   -14 |    -4
343 |    12 |    -4
344 |    -8 |     2
345 |     4 |    12
346 |    10 |   -11
347 |   -15 |     6
348 |     5 |     6
349 |    -1 |    -6
34A |   -13 |     8
34B |    -2 |    -3
34C |     4 |     6
34D |    12 |    -3
34E |   -12 |     1
34F |   -12 |    -3
350 |   -13 |    -3
351 |    -3 |     0
352 |   -11 |    -9
353 |    -3 |    14
354 |   -11 |    13
355 |    13 |     7
356 |    -6 |   -14
357 |    -1 |   -10
358 |    -5 |   -16
359 |     3 |    10
35A |    12 |     5
35B |     1 |   -10
35C |   -11 |     6
35D |     9 |    -6
35E |    -6 |    -5
35F |    12 |    12
360 |    11 |    11
361 |    14 |    14
362 |     8 |     0
363 |   -11 |     5
364 |    -7 |     9
365 |     0 |   -14
366 |    13 |   -10
367 |    13 |    11
368 |     8 |     9
369 |   -12 |    -6
36A |    -8 |     3
36B |    -4 |    -8
36C |    -4 |     5
36D |   -16 |   -11
36E |    15 |    -7
36F |    10 |    13
370 |     7 |    -6
371 |    15 |   -16
372 |   -12 |    -4
373 |   -14 |     3
374 |     8 |   -11
375 |    -4 |    -1
376 |     0 |    11
377 |    15 |    -1
378 |   -13 |     7
379 |    11 |    14
37A |    -1 |     6
37B |   -14 |    14
37C |   -15 |    -3
37D |     0 |     8
37E |    -7 |    -1
37F |    -1 |     8
380 |   -16 |     4
381 |   -11 |     9
382 |     9 |     2
383 |    -4 |     9
384 |    -6 |     6
385 |     0 |   -15
386 |     8 |    -5
387 |    10 |     7
388 |   -10 |     5
389 |    -7 |     9
38A |    -3 |    -2
38B |     3 |    15
38C |    -6 |   -14
38D |   -16 |     3
38E |   -12 |   -11
38F |    10 |     8
390 |    11 |    11
391 |    -5 |     2
392 |    -5 |     8
393 |    -4 |   -14
394 |    -5 |    10
395 |    12 |    -6
396 |    -5 |   -10
397 |   -13 |   -11
398 |    -4 |   -10
399 |    10 |   -16
39A |   -10 |     4
39B |   -11 |     8
39C |   -11 |   -16
39D |    -9 |     9
39E |   -12 |   -13
39F |   -15 |    11
3A0 |    14 |    -9
3A1 |   -10 |     7
3A2 |   -13 |     5
3A3 |   -16 |    -9
3A4 |   -10 |    11
3A5 |   -16 |   -11
3A6 |     1 |   -16
3A7 |    14 |     0
3A8 |    11 |    13
3A9 |     7 |   -13
3AA |     4 |     2
3AB |     7 |    -9
3AC |     8 |    13
3AD |     6 |   -13
3AE |   -10 |     0
3AF |    13 |     5
3B0 |    -8 |   -15
3B1 |    -9 |    -5
3B2 |    -1 |     6
3B3 |    12 |   -15
3B4 |    10 |     4
3B5 |   -16 |   -14
3B6 |   -15 |     6
3B7 |   -14 |     9
3B8 |    12 |    -5
3B9 |    15 |   -10
3BA |   -11 |    -7
3BB |    11 |    11
3BC |   -10 |     6
3BD |     2 |    -1
3BE |    -7 |   -14
3BF |    -8 |     4
3C0 |   -11 |   -14
3C1 |    13 |   -10
3C2 |    12 |   -11
3C3 |    14 |     3
3C4 |    -1 |     9
3C5 |    -6 |    -5
3C6 |   -10 |   -11
3C7 |   -15 |    -9
3C8 |     4 |     0
3C9 |     1 |    -1
3CA |     0 |     7
3CB |    -9 |    -3
3CC |    15 |     1
3CD |     5 |     1
3CE |   -12 |     9
3CF |     8 |     2
3D0 |    11 |   -16
3D1 |    -2 |    -3
3D2 |    -9 |    10
3D3 |   -11 |     1
3D4 |   -11 |    13
3D5 |    -4 |   -10
3D6 |     7 |    -2
3D7 |     4 |     4
3D8 |   -16 |   -12
3D9 |   -13 |    13
3DA |     8 |     5
3DB |     4 |    14
3DC |    -8 |     5
3DD |   -10 |     4
3DE |   -16 |    12
3DF |     4 |    13
3E0 |     2 |    -3
3E1 |    15 |     8
3E2 |    -7 |     9
3E3 |    -7 |   -11
3E4 |     4 |     6
3E5 |    -9 |    -3
3E6 |    14 |     3
3E7 |    15 |     4
3E8 |     8 |    13
3E9 |     5 |    -7
3EA |    -3 |     6
3EB |   -13 |    10
3EC |    15 |     2
3ED |     3 |    -1
3EE |   -15 |    -8
3EF |     5 |    -9
3F0 |    14 |     9
3F1 |     9 |    -3
3F2 |   -12 |     2
3F3 |     2 |    -6
3F4 |     9 |    10
3F5 |    -8 |    -3
3F6 |   -13 |     1
3F7 |    13 |     7
3F8 |    -8 |     4
3F9 |    14 |    -2
3FA |    -7 |    15
3FB |    -3 |     2
3FC |   -16 |    -6
3FD |   -10 |     9
3FE |     8 |   -16
3FF |    -6 |    13
400 |   -10 |   -10
401 |    14 |    10
402 |   -13 |    10
403 |     5 |   -15
404 |    -7 |    -8
405 |    -1 |    10
406 |    -9 |     4
407 |     9 |    -6
408 |     3 |   -11
409 |     8 |   -15
40A |    13 |    -4
40B |     1 |    13
40C |     7 |    -1
40D |    -9 |    14
40E |   -11 |     4
40F |    15 |     2
410 |   -15 |   -15
411 |     1 |    13
412 |    -5 |    -1
413 |    14 |    -1
414 |     3 |    13
415 |   -10 |     5
416 |   -12 |    -1
417 |     9 |   -12
418 |     9 |   -14
419 |   -12 |    14
41A |    -3 |   -12
41B |    -5 |     0
41C |   -16 |   -15
41D |     4 |    14
41E |   -14 |     2
41F |    -3 |   -14
420 |   -11 |     9
421 |   -14 |    11
422 |    -9 |   -10
423 |     7 |     0
424 |    11 |    -6
425 |    -1 |    10
426 |   -14 |    -7
427 |    12 |    14
428 |    15 |     0
429 |     6 |     5
42A |   -10 |    13
42B |    -1 |    -1
42C |    -4 |     5
42D |     3 |    12
42E |    -8 |    12
42F |     6 |     1
430 |    -8 |    -8
431 |   -12 |     2
432 |     0 |    -2
433 |    -6 |     7
434 |    13 |     3
435 |     0 |     3
436 |    -7 |    12
437 |   -12 |    -7
438 |    -4 |    -7
439 |    -6 |     8
43A |    -7 |    -2
43B |    11 |    -3
43C |   -15 |    -7
43D |   -12 |     0
43E |    -9 |     9
43F |    10 |    -6
440 |     5 |    -7
441 |     7 |     7
442 |     1 |    15
443 |    -2 |    14
444 |   -16 |    14
445 |     8 |   -16
446 |     8 |     5
447 |    -9 |     3
448 |     3 |    -2
449 |   -10 |     1
44A |     2 |    -4
44B |   -10 |    15
44C |    -6 |   -16
44D |     8 |    -4
44E |     6 |   -14
44F |    14 |   -10
450 |     0 |   -12
451 |    -7 |   -11
452 |    -7 |    12
453 |     1 |    -1
454 |     7 |    -5
455 |    10 |    -2
456 |    -5 |    -5
457 |     6 |     1
458 |     2 |   -11
459 |    11 |   -12
45A |     3 |     3
45B |     3 |    -3
45C |     4 |    -1
45D |   -11 |    13
45E |    -1 |   -13
45F |    -6 |   -12
460 |   -11 |    14
461 |    15 |    12
462 |    11 |    14
463 |    14 |   -10
464 |    -9 |    15
465 |   -16 |   -16
466 |   -16 |    -9
467 |     6 |    -4
468 |   -14 |   -16
469 |    -6 |    10
46A |    -5 |    15
46B |     7 |     5
46C |     6 |     2
46D |    11 |     0
46E |     8 |     5
46F |     7 |     3
470 |     5 |    -9
471 |    -9 |    15
472 |     3 |     4
473 |     2 |    15
474 |    -3 |    -5
475 |     9 |    11
476 |     3 |   -10
477 |    13 |     5
478 |   -13 |    -4
479 |   -16 |    -2
47A |     5 |     3
47B |     6 |     4
47C |   -16 |   -10
47D |    -5 |    -3
47E |     6 |     4
47F |   -10 |    -4
480 |    15 |    -6
481 |   -11 |    -6
482 |    10 |    14
483 |    15 |     1
484 |    -7 |     0
485 |    -2 |     3
486 |     9 |    -7
487 |     3 |     5
488 |    11 |     4
489 |     1 |     3
48A |    12 |     9
48B |    -6 |   -16
48C |     6 |   -13
48D |   -16 |     6
48E |    -4 |    13
48F |    -4 |   -15
490 |   -14 |    -3
491 |     9 |     2
492 |     5 |   -15
493 |    -6 |    11
494 |    14 |     4
495 |    -9 |    -3
496 |    15 |     1
497 |    -8 |   -12
498 |     9 |    -6
499 |    -8 |    14
49A |   -10 |   -14
49B |    -8 |    15
49C |     6 |     1
49D |    -1 |   -13
49E |     5 |   -13
49F |   -16 |     1
4A0 |    14 |    12
4A1 |     2 |    -9
4A2 |   -11 |    -8
4A3 |    -1 |     4
4A4 |    -5 |    -7
4A5 |     1 |     3
4A6 |     0 |   -11
4A7 |    11 |    -1
4A8 |    14 |     0
4A9 |    -5 |   -15
4AA |    -7 |   -12
4AB |    -9 |     7
4AC |     9 |    -3
4AD |     1 |     4
4AE |    -7 |    -2
4AF |   -15 |     7
4B0 |   -11 |    -4
4B1 |     8 |     0
4B2 |     3 |    -8
4B3 |    -2 |    10
4B4 |    11 |     9
4B5 |   -13 |   -13
4B6 |   -13 |     7
4B7 |    -9 |    11
4B8 |     7 |     4
