ROW | DATA_1 | DATA_2
209 |     3 |    -4
20A |   -15 |     6
20B |    14 |   -10
20C |    11 |   -11
20D |    15 |   -16
20E |   -12 |    14
20F |     4 |     4
210 |   -12 |     1
211 |     1 |    -5
212 |     8 |     9
213 |    13 |    -8
214 |   -10 |    11
215 |    -3 |   -14
216 |    12 |     9
217 |    10 |    13
218 |    13 |    13
219 |    10 |   -16
21A |     4 |    -3
21B |     4 |   -10
21C |     7 |     7
21D |    14 |    -5
21E |   -11 |    -1
21F |   -11 |    14
220 |   -10 |     7
221 |    -8 |    15
222 |     5 |    -3
223 |    10 |     7
224 |    11 |     9
225 |     2 |    12
226 |     6 |    -8
227 |    -3 |   -10
228 |    14 |    -1
229 |   -10 |     8
22A |     7 |    -7
22B |     1 |    14
22C |    11 |    -5
22D |     1 |    15
22E |    -5 |     4
22F |     3 |     3
230 |     6 |   -13
231 |    -5 |   -10
232 |     9 |   -13
233 |    -7 |     0
234 |   -11 |   -10
235 |     8 |     5
236 |    13 |     7
237 |    -6 |     0
238 |     3 |   -15
239 |   -11 |    -9
23A |    -7 |    -4
23B |   -13 |     2
23C |     1 |     4
23D |    11 |    12
23E |    12 |     8
23F |     1 |    13
240 |    -9 |    -6
241 |    11 |    10
242 |     2 |   -12
243 |     3 |    -6
244 |    -2 |    -2
245 |   -13 |     4
246 |    -3 |     1
247 |    -3 |     1
248 |     0 |     7
249 |     4 |    10
24A |   -16 |    -5
24B |    11 |    -8
24C |    -8 |     0
24D |    -2 |    -3
24E |   -12 |     9
24F |   -14 |   -10
250 |   -15 |    14
251 |   -12 |   -15
252 |    11 |   -11
253 |    10 |     0
254 |    -9 |   -11
255 |   -15 |     3
256 |    -6 |    -1
257 |     7 |    12
258 |    11 |    -8
259 |    -1 |   -15
25A |     9 |     6
25B |     9 |    14
25C |     5 |     1
25D |     5 |    -8
25E |   -12 |    13
25F |    -4 |     3
260 |     6 |    14
261 |    -1 |   -11
262 |    -7 |     3
263 |    -4 |    10
264 |    -7 |    -7
265 |    -5 |   -16
266 |    13 |    -8
267 |     4 |     2
268 |    -7 |   -16
269 |   -12 |    14
26A |    12 |   -16
26B |     1 |     2
26C |     6 |   -16
26D |     3 |    -4
26E |    12 |    11
26F |   -13 |    -1
270 |     2 |     8
271 |   -11 |    -2
272 |    13 |   -11
273 |    12 |    -1
274 |     4 |     2
275 |    -7 |    10
276 |    12 |   -12
277 |     5 |    -8
278 |    -5 |    -9
279 |    -1 |    12
27A |    12 |    15
27B |     7 |     4
27C |     2 |    -7
27D |    10 |   -15
27E |   -13 |   -10
27F |   -12 |     1
280 |   -10 |    12
281 |     2 |    -2
282 |    -7 |    -7
283 |   -11 |    15
284 |     6 |     5
285 |     9 |     3
286 |   -11 |     7
287 |     8 |   -14
288 |    -8 |   -11
289 |    11 |   -13
28A |   -15 |     9
28B |     3 |    14
28C |    -3 |    -4
28D |    15 |     8
28E |    -2 |    -9
28F |    -7 |     8
290 |     2 |    -1
291 |   -14 |    -4
292 |    -8 |   -10
293 |    -7 |    14
294 |    -5 |     3
295 |    12 |    -6
296 |    10 |    -9
297 |    -1 |    14
298 |     2 |    -4
299 |    -2 |   -13
29A |     3 |    -9
29B |    -4 |    11
29C |    12 |   -16
29D |     2 |     1
29E |    10 |     9
29F |    -4 |   -16
2A0 |     0 |    14
2A1 |    14 |     7
2A2 |   -10 |    -1
2A3 |     2 |    15
2A4 |    -6 |     5
2A5 |    12 |   -13
2A6 |    11 |    -7
2A7 |    -2 |    -8
2A8 |     6 |    -2
2A9 |    10 |     6
2AA |     9 |    -4
2AB |    -1 |     8
2AC |   -11 |    -8
2AD |    -2 |   -14
2AE |     4 |    12
2AF |     5 |    15
2B0 |    -8 |    -5
2B1 |     2 |     4
2B2 |    -8 |     1
2B3 |    12 |   -12
2B4 |   -11 |    12
2B5 |     0 |     0
2B6 |    -7 |    13
2B7 |    -9 |     8
2B8 |    -1 |   -15
2B9 |    -9 |    -1
2BA |    -1 |   -12
2BB |    13 |    -4
2BC |    -9 |    -7
2BD |   -15 |     4
2BE |    -7 |     4
2BF |    11 |   -10
2C0 |     6 |   -14
2C1 |    10 |    -5
2C2 |   -11 |    -4
2C3 |   -12 |    15
2C4 |     8 |   -10
2C5 |   -14 |     8
2C6 |     7 |     0
2C7 |   -15 |     7
2C8 |   -12 |   -12
2C9 |    -1 |    -3
2CA |     5 |   -11
2CB |   -14 |   -13
2CC |     5 |    10
2CD |    13 |   -13
2CE |    -5 |   -14
2CF |   -12 |     3
2D0 |   -14 |    -3
2D1 |    -4 |   -10
2D2 |    -4 |     8
2D3 |     4 |    -4
2D4 |     9 |    -5
2D5 |     0 |   -10
2D6 |    -4 |    13
2D7 |     6 |   -10
2D8 |     5 |    -5
2D9 |    -9 |     5
2DA |    11 |    12
2DB |    12 |     4
2DC |     5 |     7
2DD |    15 |    11
2DE |     7 |    -1
2DF |   -11 |     8
2E0 |   -11 |     7
2E1 |    -5 |    12
2E2 |     4 |   -16
2E3 |   -11 |     2
2E4 |     2 |    -8
2E5 |    12 |   -16
2E6 |    -6 |    -2
2E7 |     6 |     4
2E8 |   -14 |     1
2E9 |    11 |   -10
2EA |   -13 |    13
2EB |     9 |    -7
2EC |    -6 |     0
2ED |    -7 |    -1
2EE |   -14 |     0
2EF |   -12 |   -11
2F0 |     7 |    -3
2F1 |     8 |     4
2F2 |    -7 |    -5
2F3 |     7 |   -10
2F4 |    12 |   -14
2F5 |    -8 |   -11
2F6 |     9 |     5
2F7 |     1 |    11
2F8 |    -9 |    -9
2F9 |    -5 |   -16
2FA |     8 |   -13
2FB |     0 |   -14
2FC |    12 |    -7
2FD |     2 |    -2
2FE |    -4 |   -13
2FF |    -8 |    12
300 |    12 |    -2
301 |    12 |     2
302 |     4 |    -7
303 |   -12 |     5
304 |     3 |    14
305 |    -5 |     9
306 |    -2 |   -11
307 |    -4 |    11
308 |    -1 |    -8
309 |   -15 |    -4
30A |     7 |     9
30B |    -8 |    -1
30C |   -12 |   -12
30D |     9 |    11
30E |    10 |   -11
30F |   -12 |    10
310 |     4 |     7
311 |    12 |    -4
312 |     6 |     6
313 |    -5 |     3
314 |    11 |     6
315 |    -9 |    -7
316 |     3 |   -14
317 |    -6 |    -4
318 |    -2 |    -7
319 |     2 |    -9
31A |     0 |    -1
31B |     1 |     2
31C |     3 |     5
31D |    -6 |     3
31E |    -6 |    14
31F |   -14 |     5
320 |   -11 |    -3
321 |     0 |     0
322 |    10 |    -7
323 |    15 |     8
324 |     3 |     0
325 |    -1 |   -13
326 |     3 |    -4
327 |   -12 |   -13
328 |    -6 |   -16
329 |    10 |     8
32A |    13 |     7
32B |     5 |   -15
32C |     4 |     8
32D |     6 |     8
32E |    -8 |     4
32F |   -10 |   -11
330 |    -1 |    -4
331 |    -9 |   -15
332 |    12 |    -1
333 |    -7 |     5
334 |   -13 |     9
335 |     8 |   -15
336 |    -1 |     6
337 |     4 |     3
338 |    -4 |     1
339 |    15 |     0
33A |    15 |   -15
33B |    15 |    -2
33C |   -11 |     5
33D |    13 |    -8
33E |    -3 |     8
33F |   -13 |    10
340 |     2 |    -7
341 |    14 |     3
342 |   -16 |    12
343 |    11 |    -3
344 |     0 |    -4
345 |     9 |     3
346 |   -14 |    11
347 |   -13 |    -6
348 |     7 |   -12
349 |   -12 |    -5
34A |    12 |    -7
34B |    -9 |     4
34C |   -10 |    10
34D |     7 |    12
34E |     7 |    -7
34F |    -4 |   -10
350 |   -14 |    -5
351 |   -14 |     1
352 |     5 |    -2
353 |    13 |   -15
354 |    -8 |   -11
355 |     4 |    -8
356 |     9 |     7
357 |     5 |     8
358 |     3 |    14
359 |   -15 |    -6
35A |     5 |    -2
35B |    10 |    10
35C |   -15 |     1
35D |     0 |    -2
35E |   -13 |    -3
35F |    -6 |    -5
360 |    -7 |    15
361 |   -14 |    13
362 |    -4 |    11
363 |    12 |   -14
364 |    10 |     4
365 |    10 |   -14
366 |    10 |    12
367 |   -13 |   -14
368 |    -3 |     9
369 |    14 |     8
36A |     4 |    -4
36B |    13 |    12
36C |     6 |     3
36D |    14 |    13
36E |    -1 |    11
36F |     3 |   -13
370 |     3 |    13
371 |    -3 |   -11
372 |     4 |    -5
373 |     6 |     9
374 |     2 |     4
375 |     8 |   -15
376 |     6 |    13
377 |     2 |    13
378 |     2 |     0
379 |     6 |    -6
37A |     0 |   -11
37B |    -3 |    12
37C |     1 |   -11
37D |    -8 |    -6
37E |    -1 |     8
37F |   -13 |    -6
380 |    -2 |    -7
381 |   -10 |    -7
382 |     5 |   -13
383 |   -10 |     3
384 |   -16 |    12
385 |    10 |    -5
386 |    14 |    -8
387 |     2 |   -16
388 |     2 |   -16
389 |   -11 |    15
38A |   -14 |   -16
38B |    10 |    -1
38C |   -14 |    14
38D |    15 |    10
38E |     2 |   -11
38F |   -16 |    -1
390 |   -10 |    -3
391 |     2 |    -5
392 |    15 |   -13
393 |    13 |   -14
394 |    -4 |   -14
395 |     5 |     5
396 |    13 |   -13
397 |    -5 |    10
398 |     5 |    -6
399 |    -4 |    -5
39A |     9 |     7
39B |     4 |   -11
39C |     9 |     4
39D |    -5 |     8
39E |    14 |    11
39F |    -1 |     2
3A0 |     0 |    -8
3A1 |    -1 |     1
3A2 |     1 |    10
3A3 |     3 |    -3
3A4 |     0 |   -10
3A5 |    -1 |    14
3A6 |    -9 |    11
3A7 |     3 |     0
3A8 |     9 |    -8
3A9 |    -9 |    15
3AA |     7 |    -5
3AB |    -2 |     2
3AC |    14 |   -16
3AD |    13 |   -15
3AE |    10 |    -9
3AF |    -3 |    10
3B0 |   -11 |   -14
3B1 |     7 |     6
3B2 |    -9 |   -16
3B3 |    -4 |     2
3B4 |    -6 |   -12
3B5 |    12 |     3
3B6 |    -3 |   -16
3B7 |   -11 |     5
3B8 |   -13 |     9
3B9 |    -8 |    -5
3BA |    13 |     5
3BB |    13 |    14
3BC |   -15 |   -14
3BD |     0 |    14
3BE |    -3 |    13
3BF |   -14 |    13
3C0 |     6 |   -13
3C1 |   -13 |     4
3C2 |    14 |    -3
3C3 |     2 |     6
3C4 |    -5 |    -7
3C5 |    10 |   -15
3C6 |     8 |     8
3C7 |     8 |     8
3C8 |   -11 |    -9
3C9 |     6 |     4
3CA |    -5 |     1
3CB |    -8 |   -11
3CC |   -16 |    -1
3CD |     3 |    12
3CE |    11 |    -3
3CF |    -2 |    -5
3D0 |    13 |     7
3D1 |    -7 |    -4
3D2 |    -4 |    12
3D3 |   -14 |    14
3D4 |   -15 |    -4
3D5 |    -3 |    14
3D6 |   -10 |     4
3D7 |    12 |   -10
3D8 |    -1 |    -3
3D9 |     9 |    13
3DA |    -2 |    -9
3DB |   -13 |     3
3DC |     2 |   -11
3DD |     4 |    13
3DE |    -1 |   -10
3DF |    -7 |   -15
3E0 |    10 |    -3
3E1 |     1 |    -4
3E2 |    -5 |     2
3E3 |    15 |     4
3E4 |     6 |    -9
3E5 |     4 |    -7
3E6 |    10 |     1
3E7 |     3 |   -16
3E8 |    -5 |    -3
3E9 |    -1 |     4
3EA |     3 |    -7
3EB |    13 |    -1
3EC |    10 |   -12
3ED |    -8 |     5
3EE |    -1 |   -13
3EF |    -3 |   -15
3F0 |   -11 |   -13
3F1 |     7 |     8
3F2 |    -4 |   -11
3F3 |     1 |     9
3F4 |   -14 |    12
3F5 |    -4 |     3
3F6 |    14 |    -4
3F7 |     5 |    13
3F8 |   -16 |   -11
3F9 |    -4 |   -10
3FA |    14 |     3
3FB |    -3 |    14
3FC |    -1 |    -2
3FD |     2 |     0
3FE |    13 |     9
3FF |     3 |     5
400 |     7 |    13
401 |    13 |   -15
402 |    14 |    14
403 |    -3 |     6
404 |     4 |    13
405 |   -14 |     2
406 |    -7 |    -8
407 |     0 |     9
408 |     2 |     4
409 |    -4 |     3
40A |    -2 |     9
40B |    -1 |    -1
40C |     5 |    -6
40D |    15 |     8
40E |    13 |     5
40F |     6 |    11
410 |    -8 |     5
411 |    -5 |    -5
412 |   -14 |    15
413 |   -13 |    13
414 |    10 |   -10
415 |    -2 |    -5
416 |    -7 |     9
417 |    -3 |   -10
418 |     7 |     4
419 |    14 |   -13
41A |   -15 |    -3
41B |    10 |   -16
41C |   -15 |    -7
41D |     2 |     2
41E |    11 |    12
41F |   -10 |    -3
420 |    -7 |     3
421 |    -4 |    11
422 |     6 |   -11
423 |     9 |     9
424 |     7 |     2
425 |    13 |     7
426 |    -2 |   -16
427 |   -11 |    -9
428 |   -11 |   -15
429 |     8 |    11
42A |    14 |     4
42B |   -16 |     9
42C |   -11 |    11
42D |    11 |    -5
42E |   -10 |    -8
42F |    -2 |     8
430 |    14 |    10
431 |   -14 |     2
432 |     1 |    -8
433 |    -5 |   -12
434 |   -15 |    -7
435 |    -7 |    11
436 |   -12 |   -11
437 |    -6 |    10
438 |     8 |    11
439 |     8 |    13
43A |   -11 |    12
43B |   -13 |     6
43C |    11 |    -5
43D |   -12 |   -16
43E |     9 |    -1
43F |   -15 |    10
440 |    12 |   -14
441 |    -2 |    14
442 |     8 |    -9
443 |    -5 |   -11
444 |   -11 |     1
445 |    -1 |   -11
446 |   -11 |    -1
447 |    -7 |   -12
448 |    -7 |   -13
449 |     4 |   -16
44A |   -10 |    13
44B |   -16 |     5
44C |    12 |     6
44D |     1 |     2
44E |    -8 |   -14
44F |    -5 |     0
450 |    12 |    14
451 |   -10 |   -13
452 |   -11 |   -15
453 |   -11 |    15
454 |     8 |    -8
455 |     2 |     1
456 |     8 |    -8
457 |    -1 |     1
458 |     8 |   -16
459 |    -8 |    -5
45A |     3 |    12
45B |    15 |    -5
45C |   -12 |    -1
45D |    11 |    -5
45E |    10 |     5
45F |    14 |    -7
460 |     7 |    15
461 |    -1 |     8
462 |    -4 |    12
463 |   -10 |    -3
464 |     3 |   -13
465 |     9 |    -9
466 |     8 |    -6
467 |    12 |     9
468 |    11 |     3
469 |     3 |    -2
46A |    -4 |     8
46B |     4 |     0
46C |     9 |    11
46D |     2 |     2
46E |    -1 |     8
46F |     8 |   -14
470 |     9 |     6
471 |    -9 |     1
472 |    -5 |     1
473 |    13 |   -10
474 |    12 |     9
475 |   -12 |    -1
476 |    15 |     5
477 |     3 |     4
478 |     0 |   -16
479 |    11 |   -16
47A |   -12 |   -10
47B |    14 |    12
47C |    10 |    -2
47D |     7 |     0
47E |   -10 |   -14
47F |     6 |   -11
480 |   -14 |    -3
481 |     5 |    -9
482 |   -10 |    -8
483 |   -10 |    -5
484 |    -2 |    -5
485 |    12 |     2
486 |     9 |   -12
487 |    -7 |     1
488 |   -15 |     4
489 |   -10 |    -6
48A |    10 |     1
48B |    -9 |     8
48C |     6 |     5
48D |     5 |     0
48E |    -3 |    -5
48F |     6 |   -12
490 |   -10 |    -4
491 |    12 |    -5
492 |   -12 |   -10
493 |   -14 |    11
494 |   -15 |   -10
495 |   -10 |     0
496 |    -1 |   -14
497 |    -6 |   -12
498 |    11 |    12
499 |    -2 |    15
49A |    -5 |   -16
49B |    11 |     8
49C |   -15 |    -7
49D |    12 |     9
49E |     8 |    15
49F |    -3 |    11
4A0 |     1 |   -12
4A1 |   -10 |   -16
4A2 |     7 |    14
4A3 |    -4 |     6
4A4 |    -9 |     3
4A5 |    15 |   -13
4A6 |     8 |     7
4A7 |    -9 |   -11
4A8 |     6 |     2
4A9 |    -5 |    -5
4AA |   -11 |     8
4AB |     4 |     3
4AC |    -1 |   -10
4AD |    -9 |    15
4AE |     7 |    12
4AF |     8 |    -8
4B0 |    -8 |    -4
4B1 |    11 |    -1
4B2 |    15 |     8
4B3 |    -6 |     3
4B4 |     2 |    12
4B5 |    -5 |   -14
4B6 |    12 |   -13
4B7 |     6 |   -14
4B8 |    15 |    -9
